순위,지역,년도,성별,이름,비율,건수
14,세종특별자치시,2014,남성,기타,기타(82.93%),277
1,경기도,2014,남성,서연,서연(8.28%),313
2,경기도,2014,남성,지원,지원(7.83%),296
3,경기도,2014,남성,수연,수연(6.19%),234
4,경기도,2014,남성,서윤,서윤(6.09%),230
5,경기도,2014,남성,서영,서영(5.77%),218
6,경기도,2014,남성,유진,유진(5.32%),201
7,경기도,2014,남성,지윤,지윤(5.11%),193
8,경기도,2014,남성,민정,민정(5.08%),192
9,경기도,2014,남성,서현,서현(4.87%),184
10,경기도,2014,남성,수현,수현(4.74%),179
11,경기도,2014,남성,민경,민경(4.63%),175
12,경기도,2014,남성,채원,채원(4.53%),171
13,경기도,2014,남성,민주,민주(4.37%),165
14,경기도,2014,남성,지현,지현(4.16%),157
15,경기도,2014,남성,지연,지연(3.92%),148
16,경기도,2014,남성,도연,도연(3.89%),147
16,경기도,2014,남성,민서,민서(3.89%),147
18,경기도,2014,남성,유정,유정(3.84%),145
18,경기도,2014,남성,지영,지영(3.84%),145
20,경기도,2014,남성,윤서,윤서(3.65%),138
21,경기도,2014,남성,기타,기타(87.39%),"26,186"
1,강원도,2014,남성,서연,서연(8.05%),43
2,강원도,2014,남성,서윤,서윤(7.12%),38
3,강원도,2014,남성,수현,수현(6.55%),35
4,강원도,2014,남성,지원,지원(6.18%),33
5,강원도,2014,남성,서현,서현(5.62%),30
6,강원도,2014,남성,유진,유진(5.43%),29
6,강원도,2014,남성,지윤,지윤(5.43%),29
8,강원도,2014,남성,수연,수연(5.24%),28
9,강원도,2014,남성,지영,지영(5.06%),27
10,강원도,2014,남성,민서,민서(4.87%),26
10,강원도,2014,남성,민주,민주(4.87%),26
12,강원도,2014,남성,민정,민정(4.68%),25
13,강원도,2014,남성,민준,민준(4.31%),23
14,강원도,2014,남성,지우,지우(4.12%),22
15,강원도,2014,남성,민경,민경(3.93%),21
15,강원도,2014,남성,서영,서영(3.93%),21
15,강원도,2014,남성,유정,유정(3.93%),21
18,강원도,2014,남성,지연,지연(3.75%),20
19,강원도,2014,남성,정원,정원(3.56%),19
20,강원도,2014,남성,채원,채원(3.37%),18
21,강원도,2014,남성,기타,기타(87.97%),"3,905"
1,충청북도,2014,남성,수연,수연(7.50%),50
2,충청북도,2014,남성,지원,지원(7.20%),48
3,충청북도,2014,남성,서현,서현(6.75%),45
4,충청북도,2014,남성,서연,서연(6.60%),44
5,충청북도,2014,남성,서윤,서윤(6.45%),43
6,충청북도,2014,남성,서영,서영(5.25%),35
7,충청북도,2014,남성,민주,민주(5.10%),34
8,충청북도,2014,남성,지윤,지윤(4.95%),33
9,충청북도,2014,남성,유진,유진(4.80%),32
10,충청북도,2014,남성,민정,민정(4.65%),31
10,충청북도,2014,남성,수현,수현(4.65%),31
12,충청북도,2014,남성,지현,지현(4.50%),30
12,충청북도,2014,남성,채원,채원(4.50%),30
14,충청북도,2014,남성,유정,유정(4.20%),28
14,충청북도,2014,남성,정민,정민(4.20%),28
14,충청북도,2014,남성,지영,지영(4.20%),28
17,충청북도,2014,남성,지연,지연(3.90%),26
18,충청북도,2014,남성,민경,민경(3.75%),25
19,충청북도,2014,남성,수빈,수빈(3.60%),24
20,충청북도,2014,남성,수진,수진(3.30%),22
21,충청북도,2014,남성,기타,기타(87.95%),"4,870"
1,충청남도,2014,남성,서연,서연(6.99%),45
1,충청남도,2014,남성,수연,수연(6.99%),45
3,충청남도,2014,남성,유진,유진(6.21%),40
4,충청남도,2014,남성,지원,지원(6.06%),39
4,충청남도,2014,남성,지윤,지윤(6.06%),39
6,충청남도,2014,남성,서현,서현(5.59%),36
7,충청남도,2014,남성,서윤,서윤(5.43%),35
8,충청남도,2014,남성,수현,수현(5.28%),34
9,충청남도,2014,남성,유정,유정(4.97%),32
10,충청남도,2014,남성,민주,민주(4.81%),31
11,충청남도,2014,남성,서영,서영(4.66%),30
12,충청남도,2014,남성,민서,민서(4.50%),29
12,충청남도,2014,남성,지연,지연(4.50%),29
14,충청남도,2014,남성,윤서,윤서(4.35%),28
15,충청남도,2014,남성,민정,민정(4.19%),27
16,충청남도,2014,남성,도연,도연(4.04%),26
17,충청남도,2014,남성,수민,수민(3.88%),25
17,충청남도,2014,남성,지현,지현(3.88%),25
17,충청남도,2014,남성,채원,채원(3.88%),25
20,충청남도,2014,남성,민경,민경(3.73%),24
21,충청남도,2014,남성,기타,기타(88.39%),"4,902"
1,전라북도,2014,남성,지원,지원(8.02%),43
2,전라북도,2014,남성,서영,서영(7.09%),38
3,전라북도,2014,남성,수연,수연(6.34%),34
4,전라북도,2014,남성,서연,서연(5.97%),32
4,전라북도,2014,남성,서윤,서윤(5.97%),32
6,전라북도,2014,남성,서현,서현(5.60%),30
7,전라북도,2014,남성,수현,수현(5.22%),28
7,전라북도,2014,남성,지연,지연(5.22%),28
9,전라북도,2014,남성,유정,유정(4.85%),26
9,전라북도,2014,남성,유진,유진(4.85%),26
11,전라북도,2014,남성,민준,민준(4.48%),24
12,전라북도,2014,남성,지우,지우(4.29%),23
12,전라북도,2014,남성,지윤,지윤(4.29%),23
14,전라북도,2014,남성,민경,민경(4.10%),22
14,전라북도,2014,남성,소연,소연(4.10%),22
14,전라북도,2014,남성,주연,주연(4.10%),22
14,전라북도,2014,남성,채원,채원(4.10%),22
18,전라북도,2014,남성,민주,민주(3.92%),21
19,전라북도,2014,남성,윤서,윤서(3.73%),20
19,전라북도,2014,남성,정우,정우(3.73%),20
20,전라북도,2014,남성,기타,기타(89.32%),"4,483"
1,전라남도,2014,남성,수연,수연(8.58%),49
2,전라남도,2014,남성,지원,지원(6.65%),38
3,전라남도,2014,남성,서연,서연(6.48%),37
4,전라남도,2014,남성,서현,서현(6.30%),36
4,전라남도,2014,남성,유진,유진(6.30%),36
6,전라남도,2014,남성,수현,수현(6.13%),35
7,전라남도,2014,남성,민정,민정(5.08%),29
7,전라남도,2014,남성,서영,서영(5.08%),29
7,전라남도,2014,남성,수진,수진(5.08%),29
10,전라남도,2014,남성,지영,지영(4.90%),28
11,전라남도,2014,남성,지현,지현(4.55%),26
12,전라남도,2014,남성,민서,민서(4.20%),24
12,전라남도,2014,남성,서윤,서윤(4.20%),24
14,전라남도,2014,남성,민준,민준(3.85%),22
14,전라남도,2014,남성,수아,수아(3.85%),22
14,전라남도,2014,남성,연우,연우(3.85%),22
14,전라남도,2014,남성,채원,채원(3.85%),22
18,전라남도,2014,남성,수정,수정(3.68%),21
18,전라남도,2014,남성,윤서,윤서(3.68%),21
18,전라남도,2014,남성,지연,지연(3.68%),21
19,전라남도,2014,남성,기타,기타(89.80%),"5,028"
1,경상북도,2014,남성,서연,서연(7.40%),75
2,경상북도,2014,남성,지원,지원(7.31%),74
3,경상북도,2014,남성,서윤,서윤(6.32%),64
4,경상북도,2014,남성,민서,민서(5.82%),59
5,경상북도,2014,남성,수현,수현(5.53%),56
5,경상북도,2014,남성,유진,유진(5.53%),56
7,경상북도,2014,남성,수연,수연(5.23%),53
8,경상북도,2014,남성,민정,민정(4.94%),50
9,경상북도,2014,남성,윤서,윤서(4.74%),48
9,경상북도,2014,남성,지윤,지윤(4.74%),48
11,경상북도,2014,남성,나경,나경(4.64%),47
11,경상북도,2014,남성,민경,민경(4.64%),47
11,경상북도,2014,남성,서영,서영(4.64%),47
11,경상북도,2014,남성,지현,지현(4.64%),47
11,경상북도,2014,남성,채원,채원(4.64%),47
16,경상북도,2014,남성,서현,서현(4.24%),43
17,경상북도,2014,남성,지민,지민(4.05%),41
18,경상북도,2014,남성,도연,도연(3.95%),40
19,경상북도,2014,남성,정민,정민(3.55%),36
20,경상북도,2014,남성,유정,유정(3.46%),35
21,경상북도,2014,남성,기타,기타(87.54%),"7,116"
1,경상남도,2014,남성,지원,지원(7.30%),103
2,경상남도,2014,남성,수연,수연(6.67%),94
3,경상남도,2014,남성,수현,수현(6.24%),88
4,경상남도,2014,남성,서현,서현(5.74%),81
5,경상남도,2014,남성,서영,서영(5.67%),80
6,경상남도,2014,남성,서연,서연(5.60%),79
7,경상남도,2014,남성,지윤,지윤(5.46%),77
8,경상남도,2014,남성,서윤,서윤(5.04%),71
8,경상남도,2014,남성,유진,유진(5.04%),71
10,경상남도,2014,남성,민경,민경(4.89%),69
11,경상남도,2014,남성,민정,민정(4.75%),67
11,경상남도,2014,남성,민준,민준(4.75%),67
13,경상남도,2014,남성,민주,민주(4.68%),66
14,경상남도,2014,남성,지민,지민(4.54%),64
15,경상남도,2014,남성,민서,민서(4.47%),63
16,경상남도,2014,남성,도연,도연(3.97%),56
17,경상남도,2014,남성,지영,지영(3.90%),55
18,경상남도,2014,남성,나경,나경(3.76%),53
18,경상남도,2014,남성,지현,지현(3.76%),53
18,경상남도,2014,남성,채원,채원(3.76%),53
19,경상남도,2014,남성,기타,기타(88.82%),"11,197"
1,제주특별자치도,2014,남성,지윤,지윤(8.76%),17
2,제주특별자치도,2014,남성,서연,서연(7.73%),15
2,제주특별자치도,2014,남성,지원,지원(7.73%),15
4,제주특별자치도,2014,남성,수연,수연(7.22%),14
5,제주특별자치도,2014,남성,지현,지현(6.70%),13
6,제주특별자치도,2014,남성,시현,시현(6.19%),12
7,제주특별자치도,2014,남성,시연,시연(4.64%),9
7,제주특별자치도,2014,남성,채원,채원(4.64%),9
9,제주특별자치도,2014,남성,민경,민경(4.12%),8
9,제주특별자치도,2014,남성,민서,민서(4.12%),8
9,제주특별자치도,2014,남성,서영,서영(4.12%),8
9,제주특별자치도,2014,남성,서현,서현(4.12%),8
9,제주특별자치도,2014,남성,정현,정현(4.12%),8
9,제주특별자치도,2014,남성,현수,현수(4.12%),8
15,제주특별자치도,2014,남성,민성,민성(3.61%),7
15,제주특별자치도,2014,남성,수현,수현(3.61%),7
15,제주특별자치도,2014,남성,연수,연수(3.61%),7
15,제주특별자치도,2014,남성,유진,유진(3.61%),7
15,제주특별자치도,2014,남성,은영,은영(3.61%),7
15,제주특별자치도,2014,남성,채현,채현(3.61%),7
16,제주특별자치도,2014,남성,기타,기타(87.27%),"1,330"
