순위,지역,년도,성별,이름,비율,건수
15,경기도,2022,남성,수현,수현(3.36%),16
15,경기도,2022,남성,수호,수호(3.36%),16
15,경기도,2022,남성,준우,준우(3.36%),16
15,경기도,2022,남성,지한,지한(3.36%),16
15,경기도,2022,남성,지환,지환(3.36%),16
16,경기도,2022,남성,기타,기타(86.42%),"3,029"
1,강원도,2022,남성,우진,우진(7.69%),9
2,강원도,2022,남성,도윤,도윤(6.84%),8
2,강원도,2022,남성,선우,선우(6.84%),8
4,강원도,2022,남성,건우,건우(5.98%),7
4,강원도,2022,남성,하준,하준(5.98%),7
4,강원도,2022,남성,현준,현준(5.98%),7
7,강원도,2022,남성,서준,서준(5.13%),6
7,강원도,2022,남성,시훈,시훈(5.13%),6
7,강원도,2022,남성,준영,준영(5.13%),6
7,강원도,2022,남성,지훈,지훈(5.13%),6
11,강원도,2022,남성,도현,도현(4.27%),5
11,강원도,2022,남성,도훈,도훈(4.27%),5
11,강원도,2022,남성,민준,민준(4.27%),5
11,강원도,2022,남성,시우,시우(4.27%),5
11,강원도,2022,남성,정우,정우(4.27%),5
11,강원도,2022,남성,진우,진우(4.27%),5
11,강원도,2022,남성,현우,현우(4.27%),5
18,강원도,2022,남성,경민,경민(3.42%),4
18,강원도,2022,남성,병수,병수(3.42%),4
18,강원도,2022,남성,재하,재하(3.42%),4
19,강원도,2022,남성,기타,기타(83.93%),611
1,충청북도,2022,남성,서준,서준(7.59%),11
2,충청북도,2022,남성,현우,현우(6.21%),9
3,충청북도,2022,남성,건우,건우(5.52%),8
3,충청북도,2022,남성,도윤,도윤(5.52%),8
3,충청북도,2022,남성,선우,선우(5.52%),8
3,충청북도,2022,남성,성현,성현(5.52%),8
3,충청북도,2022,남성,이준,이준(5.52%),8
3,충청북도,2022,남성,정우,정우(5.52%),8
3,충청북도,2022,남성,주원,주원(5.52%),8
3,충청북도,2022,남성,지호,지호(5.52%),8
11,충청북도,2022,남성,도훈,도훈(4.83%),7
11,충청북도,2022,남성,민준,민준(4.83%),7
11,충청북도,2022,남성,승현,승현(4.83%),7
11,충청북도,2022,남성,연우,연우(4.83%),7
15,충청북도,2022,남성,시윤,시윤(4.14%),6
15,충청북도,2022,남성,준호,준호(4.14%),6
15,충청북도,2022,남성,지훈,지훈(4.14%),6
18,충청북도,2022,남성,민재,민재(3.45%),5
18,충청북도,2022,남성,재원,재원(3.45%),5
18,충청북도,2022,남성,준우,준우(3.45%),5
19,충청북도,2022,남성,기타,기타(83.31%),724
1,충청남도,2022,남성,도윤,도윤(7.93%),13
1,충청남도,2022,남성,지훈,지훈(7.93%),13
3,충청남도,2022,남성,주원,주원(7.32%),12
4,충청남도,2022,남성,도현,도현(6.71%),11
4,충청남도,2022,남성,민준,민준(6.71%),11
6,충청남도,2022,남성,서준,서준(6.10%),10
7,충청남도,2022,남성,시우,시우(5.49%),9
7,충청남도,2022,남성,준호,준호(5.49%),9
9,충청남도,2022,남성,민재,민재(4.88%),8
10,충청남도,2022,남성,도경,도경(4.27%),7
10,충청남도,2022,남성,예준,예준(4.27%),7
10,충청남도,2022,남성,은우,은우(4.27%),7
10,충청남도,2022,남성,이준,이준(4.27%),7
10,충청남도,2022,남성,하준,하준(4.27%),7
15,충청남도,2022,남성,도훈,도훈(3.66%),6
15,충청남도,2022,남성,우진,우진(3.66%),6
15,충청남도,2022,남성,재하,재하(3.66%),6
18,충청남도,2022,남성,성민,성민(3.05%),5
18,충청남도,2022,남성,승환,승환(3.05%),5
18,충청남도,2022,남성,재현,재현(3.05%),5
19,충청남도,2022,남성,기타,기타(83.81%),849
1,전라북도,2022,남성,우진,우진(8.55%),10
2,전라북도,2022,남성,민준,민준(7.69%),9
3,전라북도,2022,남성,도윤,도윤(5.98%),7
3,전라북도,2022,남성,서준,서준(5.98%),7
3,전라북도,2022,남성,승우,승우(5.98%),7
3,전라북도,2022,남성,지훈,지훈(5.98%),7
3,전라북도,2022,남성,하준,하준(5.98%),7
8,전라북도,2022,남성,도현,도현(5.13%),6
8,전라북도,2022,남성,시윤,시윤(5.13%),6
8,전라북도,2022,남성,준우,준우(5.13%),6
11,전라북도,2022,남성,도경,도경(4.27%),5
11,전라북도,2022,남성,선우,선우(4.27%),5
11,전라북도,2022,남성,승현,승현(4.27%),5
11,전라북도,2022,남성,정우,정우(4.27%),5
11,전라북도,2022,남성,종현,종현(4.27%),5
16,전라북도,2022,남성,재환,재환(3.42%),4
16,전라북도,2022,남성,준성,준성(3.42%),4
16,전라북도,2022,남성,준영,준영(3.42%),4
16,전라북도,2022,남성,지호,지호(3.42%),4
16,전라북도,2022,남성,태영,태영(3.42%),4
17,전라북도,2022,남성,기타,기타(83.97%),613
1,전라남도,2022,남성,도윤,도윤(10.30%),17
2,전라남도,2022,남성,선우,선우(7.88%),13
3,전라남도,2022,남성,서준,서준(6.67%),11
4,전라남도,2022,남성,건우,건우(6.06%),10
4,전라남도,2022,남성,도현,도현(6.06%),10
6,전라남도,2022,남성,우진,우진(5.45%),9
6,전라남도,2022,남성,지훈,지훈(5.45%),9
8,전라남도,2022,남성,진우,진우(4.85%),8
8,전라남도,2022,남성,현우,현우(4.85%),8
10,전라남도,2022,남성,유준,유준(4.24%),7
10,전라남도,2022,남성,재영,재영(4.24%),7
10,전라남도,2022,남성,하준,하준(4.24%),7
10,전라남도,2022,남성,현준,현준(4.24%),7
14,전라남도,2022,남성,도겸,도겸(3.64%),6
14,전라남도,2022,남성,승우,승우(3.64%),6
14,전라남도,2022,남성,윤성,윤성(3.64%),6
14,전라남도,2022,남성,재원,재원(3.64%),6
14,전라남도,2022,남성,준우,준우(3.64%),6
14,전라남도,2022,남성,지호,지호(3.64%),6
14,전라남도,2022,남성,진영,진영(3.64%),6
15,전라남도,2022,남성,기타,기타(86.56%),"1,063"
1,경상북도,2022,남성,도현,도현(7.62%),16
2,경상북도,2022,남성,건우,건우(6.67%),14
3,경상북도,2022,남성,도윤,도윤(6.19%),13
3,경상북도,2022,남성,민준,민준(6.19%),13
3,경상북도,2022,남성,우진,우진(6.19%),13
3,경상북도,2022,남성,지훈,지훈(6.19%),13
7,경상북도,2022,남성,서준,서준(5.71%),12
7,경상북도,2022,남성,선우,선우(5.71%),12
9,경상북도,2022,남성,유준,유준(5.24%),11
10,경상북도,2022,남성,민재,민재(4.76%),10
11,경상북도,2022,남성,성현,성현(4.29%),9
11,경상북도,2022,남성,정우,정우(4.29%),9
11,경상북도,2022,남성,하준,하준(4.29%),9
14,경상북도,2022,남성,도영,도영(3.81%),8
14,경상북도,2022,남성,동현,동현(3.81%),8
14,경상북도,2022,남성,수현,수현(3.81%),8
14,경상북도,2022,남성,시우,시우(3.81%),8
14,경상북도,2022,남성,재원,재원(3.81%),8
14,경상북도,2022,남성,진우,진우(3.81%),8
14,경상북도,2022,남성,현우,현우(3.81%),8
15,경상북도,2022,남성,기타,기타(84.84%),"1,175"
1,경상남도,2022,남성,우진,우진(8.43%),21
2,경상남도,2022,남성,선우,선우(6.83%),17
2,경상남도,2022,남성,지훈,지훈(6.83%),17
4,경상남도,2022,남성,도윤,도윤(6.43%),16
4,경상남도,2022,남성,민준,민준(6.43%),16
6,경상남도,2022,남성,서준,서준(6.02%),15
7,경상남도,2022,남성,현우,현우(5.22%),13
8,경상남도,2022,남성,강민,강민(4.82%),12
8,경상남도,2022,남성,도현,도현(4.82%),12
8,경상남도,2022,남성,승현,승현(4.82%),12
11,경상남도,2022,남성,성현,성현(4.42%),11
11,경상남도,2022,남성,연우,연우(4.42%),11
11,경상남도,2022,남성,재원,재원(4.42%),11
14,경상남도,2022,남성,건우,건우(4.02%),10
14,경상남도,2022,남성,승우,승우(4.02%),10
16,경상남도,2022,남성,서진,서진(3.61%),9
16,경상남도,2022,남성,정우,정우(3.61%),9
16,경상남도,2022,남성,주원,주원(3.61%),9
16,경상남도,2022,남성,준우,준우(3.61%),9
16,경상남도,2022,남성,지환,지환(3.61%),9
17,경상남도,2022,남성,기타,기타(85.25%),"1,439"
1,제주특별자치도,2022,남성,서진,서진(9.09%),5
1,제주특별자치도,2022,남성,현우,현우(9.09%),5
3,제주특별자치도,2022,남성,지훈,지훈(7.27%),4
4,제주특별자치도,2022,남성,건우,건우(5.45%),3
4,제주특별자치도,2022,남성,서준,서준(5.45%),3
4,제주특별자치도,2022,남성,선우,선우(5.45%),3
4,제주특별자치도,2022,남성,승현,승현(5.45%),3
4,제주특별자치도,2022,남성,유성,유성(5.45%),3
4,제주특별자치도,2022,남성,윤호,윤호(5.45%),3
4,제주특별자치도,2022,남성,호준,호준(5.45%),3
11,제주특별자치도,2022,남성,강,강(3.64%),2
11,제주특별자치도,2022,남성,경원,경원(3.64%),2
11,제주특별자치도,2022,남성,상호,상호(3.64%),2
11,제주특별자치도,2022,남성,수환,수환(3.64%),2
11,제주특별자치도,2022,남성,승우,승우(3.64%),2
11,제주특별자치도,2022,남성,우진,우진(3.64%),2
11,제주특별자치도,2022,남성,지호,지호(3.64%),2
11,제주특별자치도,2022,남성,지후,지후(3.64%),2
11,제주특별자치도,2022,남성,태현,태현(3.64%),2
11,제주특별자치도,2022,남성,현수,현수(3.64%),2
12,제주특별자치도,2022,남성,기타,기타(79.78%),217
