,순위,지역,년도,성별,이름,비율,건수
60,19,대구광역시,2013,남성,지윤,지윤(4.02%),104
61,20,대구광역시,2013,남성,하윤,하윤(3.98%),103
62,21,대구광역시,2013,남성,기타,기타(87.24%),"17,672"
63,1,인천광역시,2013,남성,지우,지우(7.29%),241
64,2,인천광역시,2013,남성,서연,서연(6.35%),210
65,2,인천광역시,2013,남성,서준,서준(6.35%),210
66,4,인천광역시,2013,남성,연우,연우(5.63%),186
67,5,인천광역시,2013,남성,민준,민준(5.30%),175
68,6,인천광역시,2013,남성,서윤,서윤(5.26%),174
69,7,인천광역시,2013,남성,지후,지후(5.02%),166
70,8,인천광역시,2013,남성,하윤,하윤(4.99%),165
71,9,인천광역시,2013,남성,서현,서현(4.93%),163
72,10,인천광역시,2013,남성,도윤,도윤(4.84%),160
73,10,인천광역시,2013,남성,소율,소율(4.84%),160
74,12,인천광역시,2013,남성,은서,은서(4.69%),155
75,13,인천광역시,2013,남성,민서,민서(4.66%),154
76,14,인천광역시,2013,남성,윤서,윤서(4.45%),147
77,15,인천광역시,2013,남성,시우,시우(4.36%),144
78,16,인천광역시,2013,남성,주원,주원(4.30%),142
79,17,인천광역시,2013,남성,지원,지원(4.24%),140
80,18,인천광역시,2013,남성,서진,서진(4.21%),139
81,19,인천광역시,2013,남성,준서,준서(4.15%),137
82,19,인천광역시,2013,남성,지율,지율(4.15%),137
83,20,인천광역시,2013,남성,기타,기타(87.47%),"23,078"
84,1,광주광역시,2013,남성,하윤,하윤(8.45%),143
85,2,광주광역시,2013,남성,지후,지후(6.32%),107
86,3,광주광역시,2013,남성,지우,지우(6.08%),103
87,4,광주광역시,2013,남성,연우,연우(5.79%),98
88,5,광주광역시,2013,남성,민준,민준(5.73%),97
89,6,광주광역시,2013,남성,서윤,서윤(5.61%),95
90,7,광주광역시,2013,남성,은서,은서(5.49%),93
91,8,광주광역시,2013,남성,하율,하율(5.26%),89
92,9,광주광역시,2013,남성,서준,서준(4.73%),80
93,10,광주광역시,2013,남성,민서,민서(4.55%),77
94,11,광주광역시,2013,남성,서연,서연(4.49%),76
95,11,광주광역시,2013,남성,서현,서현(4.49%),76
96,13,광주광역시,2013,남성,채원,채원(4.37%),74
97,14,광주광역시,2013,남성,주원,주원(4.31%),73
98,14,광주광역시,2013,남성,하준,하준(4.31%),73
99,16,광주광역시,2013,남성,도윤,도윤(4.19%),71
100,17,광주광역시,2013,남성,수현,수현(4.08%),69
101,18,광주광역시,2013,남성,지호,지호(4.02%),68
102,19,광주광역시,2013,남성,윤서,윤서(3.96%),67
103,20,광주광역시,2013,남성,지원,지원(3.78%),64
104,21,광주광역시,2013,남성,기타,기타(87.30%),"11,635"
105,1,대전광역시,2013,남성,서준,서준(7.64%),138
106,2,대전광역시,2013,남성,서윤,서윤(6.42%),116
107,3,대전광역시,2013,남성,지우,지우(6.31%),114
108,4,대전광역시,2013,남성,서연,서연(6.20%),112
109,5,대전광역시,2013,남성,서현,서현(5.42%),98
110,6,대전광역시,2013,남성,민서,민서(4.98%),90
111,6,대전광역시,2013,남성,주원,주원(4.98%),90
112,8,대전광역시,2013,남성,채원,채원(4.93%),89
113,9,대전광역시,2013,남성,민준,민준(4.81%),87
114,10,대전광역시,2013,남성,연우,연우(4.70%),85
115,11,대전광역시,2013,남성,소율,소율(4.48%),81
116,11,대전광역시,2013,남성,시우,시우(4.48%),81
117,11,대전광역시,2013,남성,예준,예준(4.48%),81
118,11,대전광역시,2013,남성,준서,준서(4.48%),81
119,15,대전광역시,2013,남성,지민,지민(4.43%),80
120,16,대전광역시,2013,남성,도윤,도윤(4.32%),78
121,16,대전광역시,2013,남성,은서,은서(4.32%),78
122,18,대전광역시,2013,남성,윤서,윤서(4.26%),77
123,18,대전광역시,2013,남성,지원,지원(4.26%),77
124,20,대전광역시,2013,남성,지훈,지훈(4.10%),74
125,21,대전광역시,2013,남성,기타,기타(87.63%),"12,802"
126,1,울산광역시,2013,남성,지후,지후(7.64%),115
127,2,울산광역시,2013,남성,지우,지우(7.31%),110
128,3,울산광역시,2013,남성,민준,민준(7.04%),106
129,4,울산광역시,2013,남성,민서,민서(6.31%),95
130,5,울산광역시,2013,남성,서현,서현(5.25%),79
131,5,울산광역시,2013,남성,주원,주원(5.25%),79
132,7,울산광역시,2013,남성,서연,서연(5.18%),78
133,8,울산광역시,2013,남성,지원,지원(4.92%),74
134,9,울산광역시,2013,남성,지윤,지윤(4.72%),71
135,10,울산광역시,2013,남성,지민,지민(4.65%),70
136,11,울산광역시,2013,남성,서윤,서윤(4.45%),67
137,12,울산광역시,2013,남성,지유,지유(4.39%),66
138,13,울산광역시,2013,남성,도윤,도윤(4.32%),65
139,14,울산광역시,2013,남성,수현,수현(4.25%),64
140,14,울산광역시,2013,남성,연우,연우(4.25%),64
141,16,울산광역시,2013,남성,예준,예준(4.12%),62
142,17,울산광역시,2013,남성,소윤,소윤(4.05%),61
143,17,울산광역시,2013,남성,하윤,하윤(4.05%),61
144,19,울산광역시,2013,남성,시윤,시윤(3.92%),59
145,19,울산광역시,2013,남성,지아,지아(3.92%),59
146,20,울산광역시,2013,남성,기타,기타(87.09%),"10,156"
147,1,세종특별자치시,2013,남성,서준,서준(8.11%),12
148,2,세종특별자치시,2013,남성,민서,민서(6.08%),9
149,2,세종특별자치시,2013,남성,주원,주원(6.08%),9
150,4,세종특별자치시,2013,남성,서윤,서윤(5.41%),8
151,4,세종특별자치시,2013,남성,준서,준서(5.41%),8
152,4,세종특별자치시,2013,남성,하은,하은(5.41%),8
153,7,세종특별자치시,2013,남성,민재,민재(4.73%),7
154,7,세종특별자치시,2013,남성,서연,서연(4.73%),7
155,7,세종특별자치시,2013,남성,서진,서진(4.73%),7
156,7,세종특별자치시,2013,남성,서현,서현(4.73%),7
157,7,세종특별자치시,2013,남성,수민,수민(4.73%),7
158,7,세종특별자치시,2013,남성,연우,연우(4.73%),7
159,7,세종특별자치시,2013,남성,예준,예준(4.73%),7
160,7,세종특별자치시,2013,남성,은서,은서(4.73%),7
161,7,세종특별자치시,2013,남성,지원,지원(4.73%),7
162,7,세종특별자치시,2013,남성,지후,지후(4.73%),7
163,17,세종특별자치시,2013,남성,시윤,시윤(4.05%),6
164,17,세종특별자치시,2013,남성,율,율(4.05%),6
165,17,세종특별자치시,2013,남성,정우,정우(4.05%),6
166,17,세종특별자치시,2013,남성,하율,하율(4.05%),6
167,18,세종특별자치시,2013,남성,기타,기타(87.04%),994
168,1,경기도,2013,남성,지우,지우(6.84%),943
169,2,경기도,2013,남성,서윤,서윤(6.76%),932
170,3,경기도,2013,남성,서준,서준(6.54%),902
171,4,경기도,2013,남성,서연,서연(6.31%),870
172,5,경기도,2013,남성,주원,주원(5.44%),750
173,6,경기도,2013,남성,지후,지후(5.42%),748
174,7,경기도,2013,남성,예준,예준(5.10%),704
175,8,경기도,2013,남성,서현,서현(5.10%),703
176,9,경기도,2013,남성,연우,연우(4.73%),653
177,10,경기도,2013,남성,민서,민서(4.66%),643
178,11,경기도,2013,남성,시우,시우(4.46%),615
179,12,경기도,2013,남성,민준,민준(4.45%),614
180,13,경기도,2013,남성,윤서,윤서(4.43%),611
181,14,경기도,2013,남성,하윤,하윤(4.42%),609
182,15,경기도,2013,남성,소율,소율(4.40%),607
183,16,경기도,2013,남성,도윤,도윤(4.28%),590
184,17,경기도,2013,남성,지아,지아(4.23%),583
185,18,경기도,2013,남성,채원,채원(4.18%),577
186,19,경기도,2013,남성,지유,지유(4.16%),574
187,20,경기도,2013,남성,지원,지원(4.09%),564
188,21,경기도,2013,남성,기타,기타(88.00%),"101,157"
189,1,강원도,2013,남성,지우,지우(6.93%),90
190,2,강원도,2013,남성,서윤,서윤(6.55%),85
191,3,강원도,2013,남성,민서,민서(6.32%),82
192,4,강원도,2013,남성,서현,서현(6.09%),79
193,5,강원도,2013,남성,민준,민준(5.93%),77
194,6,강원도,2013,남성,하윤,하윤(5.55%),72
195,7,강원도,2013,남성,서준,서준(5.32%),69
196,8,강원도,2013,남성,윤서,윤서(5.24%),68
197,9,강원도,2013,남성,서연,서연(5.01%),65
198,10,강원도,2013,남성,지원,지원(4.62%),60
199,11,강원도,2013,남성,도윤,도윤(4.47%),58
200,11,강원도,2013,남성,주원,주원(4.47%),58
201,11,강원도,2013,남성,지아,지아(4.47%),58
202,14,강원도,2013,남성,수현,수현(4.24%),55
203,14,강원도,2013,남성,시우,시우(4.24%),55
204,16,강원도,2013,남성,준서,준서(4.16%),54
205,16,강원도,2013,남성,지윤,지윤(4.16%),54
206,18,강원도,2013,남성,지호,지호(4.08%),53
207,18,강원도,2013,남성,지후,지후(4.08%),53
208,18,강원도,2013,남성,채원,채원(4.08%),53
209,19,강원도,2013,남성,기타,기타(88.53%),"10,014"
210,1,충청북도,2013,남성,서윤,서윤(6.82%),111
211,2,충청북도,2013,남성,지우,지우(6.52%),106
212,3,충청북도,2013,남성,서연,서연(6.27%),102
213,3,충청북도,2013,남성,서준,서준(6.27%),102
214,5,충청북도,2013,남성,민준,민준(6.08%),99
215,6,충청북도,2013,남성,민서,민서(5.72%),93
216,7,충청북도,2013,남성,윤서,윤서(5.47%),89
217,8,충청북도,2013,남성,지후,지후(5.35%),87
218,9,충청북도,2013,남성,서현,서현(4.92%),80
219,10,충청북도,2013,남성,채원,채원(4.73%),77
220,11,충청북도,2013,남성,준서,준서(4.67%),76
221,12,충청북도,2013,남성,은서,은서(4.61%),75
222,13,충청북도,2013,남성,수현,수현(4.30%),70
223,14,충청북도,2013,남성,지민,지민(4.24%),69
224,15,충청북도,2013,남성,지유,지유(4.12%),67
225,15,충청북도,2013,남성,하윤,하윤(4.12%),67
226,17,충청북도,2013,남성,현우,현우(4.06%),66
227,18,충청북도,2013,남성,시우,시우(3.93%),64
228,18,충청북도,2013,남성,지윤,지윤(3.93%),64
229,20,충청북도,2013,남성,예준,예준(3.87%),63
230,21,충청북도,2013,남성,기타,기타(88.48%),"12,493"
231,1,충청남도,2013,남성,지우,지우(6.54%),147
232,2,충청남도,2013,남성,서연,서연(6.41%),144
233,3,충청남도,2013,남성,서준,서준(6.36%),143
234,4,충청남도,2013,남성,서현,서현(5.92%),133
235,5,충청남도,2013,남성,서윤,서윤(5.56%),125
236,6,충청남도,2013,남성,윤서,윤서(5.38%),121
237,7,충청남도,2013,남성,민서,민서(5.21%),117
238,8,충청남도,2013,남성,지민,지민(4.98%),112
239,8,충청남도,2013,남성,지후,지후(4.98%),112
240,10,충청남도,2013,남성,민준,민준(4.90%),110
241,11,충청남도,2013,남성,은서,은서(4.81%),108
242,12,충청남도,2013,남성,예준,예준(4.58%),103
243,13,충청남도,2013,남성,주원,주원(4.54%),102
244,14,충청남도,2013,남성,지원,지원(4.45%),100
245,15,충청남도,2013,남성,지아,지아(4.36%),98
246,16,충청남도,2013,남성,도윤,도윤(4.27%),96
247,17,충청남도,2013,남성,소율,소율(4.23%),95
248,17,충청남도,2013,남성,시우,시우(4.23%),95
249,19,충청남도,2013,남성,채원,채원(4.14%),93
250,19,충청남도,2013,남성,하윤,하윤(4.14%),93
251,20,충청남도,2013,남성,기타,기타(88.27%),"16,907"
252,1,전라북도,2013,남성,지우,지우(6.94%),114
253,2,전라북도,2013,남성,서준,서준(6.46%),106
254,3,전라북도,2013,남성,서윤,서윤(6.27%),103
255,4,전라북도,2013,남성,서연,서연(5.72%),94
256,5,전라북도,2013,남성,연우,연우(5.54%),91
257,6,전라북도,2013,남성,주원,주원(5.36%),88
258,7,전라북도,2013,남성,지원,지원(5.05%),83
259,8,전라북도,2013,남성,민서,민서(4.99%),82
260,8,전라북도,2013,남성,하윤,하윤(4.99%),82
261,10,전라북도,2013,남성,민준,민준(4.81%),79
262,11,전라북도,2013,남성,지율,지율(4.57%),75
263,12,전라북도,2013,남성,건우,건우(4.51%),74
264,12,전라북도,2013,남성,지호,지호(4.51%),74
265,12,전라북도,2013,남성,지후,지후(4.51%),74
266,15,전라북도,2013,남성,시우,시우(4.45%),73
267,16,전라북도,2013,남성,예준,예준(4.38%),72
268,16,전라북도,2013,남성,윤서,윤서(4.38%),72
269,16,전라북도,2013,남성,하율,하율(4.38%),72
270,19,전라북도,2013,남성,은서,은서(4.08%),67
271,19,전라북도,2013,남성,하은,하은(4.08%),67
272,20,전라북도,2013,남성,기타,기타(89.24%),"13,613"
273,1,전라남도,2013,남성,지우,지우(7.95%),141
274,2,전라남도,2013,남성,지후,지후(6.66%),118
275,3,전라남도,2013,남성,연우,연우(5.98%),106
276,4,전라남도,2013,남성,민준,민준(5.64%),100
277,5,전라남도,2013,남성,민서,민서(5.47%),97
278,6,전라남도,2013,남성,하윤,하윤(5.41%),96
279,7,전라남도,2013,남성,주원,주원(5.13%),91
280,8,전라남도,2013,남성,서연,서연(5.02%),89
281,8,전라남도,2013,남성,은서,은서(5.02%),89
282,10,전라남도,2013,남성,윤서,윤서(4.96%),88
283,11,전라남도,2013,남성,서윤,서윤(4.85%),86
284,12,전라남도,2013,남성,지호,지호(4.74%),84
285,13,전라남도,2013,남성,예준,예준(4.40%),78
286,14,전라남도,2013,남성,하은,하은(4.34%),77
287,15,전라남도,2013,남성,서현,서현(4.29%),76
288,16,전라남도,2013,남성,서준,서준(4.23%),75
289,17,전라남도,2013,남성,지율,지율(4.17%),74
290,18,전라남도,2013,남성,지윤,지윤(3.95%),70
291,19,전라남도,2013,남성,지아,지아(3.89%),69
292,19,전라남도,2013,남성,채원,채원(3.89%),69
293,20,전라남도,2013,남성,기타,기타(88.91%),"14,213"
294,1,경상북도,2013,남성,민준,민준(6.12%),162
295,2,경상북도,2013,남성,지우,지우(5.82%),154
296,3,경상북도,2013,남성,서현,서현(5.63%),149
297,4,경상북도,2013,남성,민서,민서(5.52%),146
298,5,경상북도,2013,남성,수현,수현(5.48%),145
299,5,경상북도,2013,남성,주원,주원(5.48%),145
300,5,경상북도,2013,남성,지민,지민(5.48%),145
301,8,경상북도,2013,남성,지후,지후(5.29%),140
302,9,경상북도,2013,남성,지원,지원(5.14%),136
303,10,경상북도,2013,남성,서윤,서윤(5.10%),135
304,11,경상북도,2013,남성,지윤,지윤(4.95%),131
305,12,경상북도,2013,남성,지훈,지훈(4.76%),126
306,13,경상북도,2013,남성,서연,서연(4.57%),121
307,13,경상북도,2013,남성,서준,서준(4.57%),121
308,15,경상북도,2013,남성,준서,준서(4.50%),119
309,16,경상북도,2013,남성,도현,도현(4.46%),118
310,17,경상북도,2013,남성,예준,예준(4.34%),115
311,18,경상북도,2013,남성,도윤,도윤(4.31%),114
312,19,경상북도,2013,남성,연우,연우(4.27%),113
313,20,경상북도,2013,남성,은서,은서(4.23%),112
314,21,경상북도,2013,남성,기타,기타(88.79%),"20,974"
315,1,경상남도,2013,남성,지우,지우(6.56%),251
316,2,경상남도,2013,남성,민서,민서(6.41%),245
317,3,경상남도,2013,남성,연우,연우(5.73%),219
318,4,경상남도,2013,남성,서현,서현(5.70%),218
319,5,경상남도,2013,남성,예준,예준(5.54%),212
320,6,경상남도,2013,남성,민준,민준(5.49%),210
321,7,경상남도,2013,남성,준서,준서(5.47%),209
322,8,경상남도,2013,남성,지후,지후(5.44%),208
323,9,경상남도,2013,남성,서윤,서윤(5.31%),203
324,10,경상남도,2013,남성,서연,서연(4.60%),176
325,11,경상남도,2013,남성,지원,지원(4.58%),175
326,12,경상남도,2013,남성,윤서,윤서(4.50%),172
327,13,경상남도,2013,남성,주원,주원(4.47%),171
328,14,경상남도,2013,남성,지민,지민(4.45%),170
329,15,경상남도,2013,남성,채원,채원(4.42%),169
330,16,경상남도,2013,남성,서준,서준(4.39%),168
331,17,경상남도,2013,남성,하윤,하윤(4.34%),166
332,18,경상남도,2013,남성,수현,수현(4.26%),163
333,19,경상남도,2013,남성,지윤,지윤(4.21%),161
334,20,경상남도,2013,남성,시윤,시윤(4.13%),158
335,21,경상남도,2013,남성,기타,기타(87.73%),"27,336"
336,1,제주특별자치도,2013,남성,~99,~99(23.74%),216
337,2,제주특별자치도,2013,남성,서준,서준(5.71%),52
338,2,제주특별자치도,2013,남성,연서,연서(5.71%),52
339,4,제주특별자치도,2013,남성,유준,유준(5.27%),48
340,5,제주특별자치도,2013,남성,지후,지후(5.05%),46
341,6,제주특별자치도,2013,남성,서연,서연(4.95%),45
342,7,제주특별자치도,2013,남성,준우,준우(4.40%),40
343,8,제주특별자치도,2013,남성,예은,예은(4.07%),37
344,8,제주특별자치도,2013,남성,지환,지환(4.07%),37
345,10,제주특별자치도,2013,남성,시우,시우(3.96%),36
346,10,제주특별자치도,2013,남성,하은,하은(3.96%),36
347,12,제주특별자치도,2013,남성,서진,서진(3.74%),34
348,13,제주특별자치도,2013,남성,연우,연우(3.63%),33
349,13,제주특별자치도,2013,남성,지우,지우(3.63%),33
350,15,제주특별자치도,2013,남성,민서,민서(3.30%),30
351,16,제주특별자치도,2013,남성,민준,민준(3.19%),29
352,16,제주특별자치도,2013,남성,예준,예준(3.19%),29
353,18,제주특별자치도,2013,남성,서현,서현(2.86%),26
354,18,제주특별자치도,2013,남성,예성,예성(2.86%),26
355,20,제주특별자치도,2013,남성,지원,지원(2.75%),25
356,21,제주특별자치도,2013,남성,기타,기타(84.94%),"5,134"
