,순위,지역,년도,성별,이름,비율,건수
52,11,대구광역시,2009,남성,지훈,지훈(4.93%),124
53,12,대구광역시,2009,남성,지원,지원(4.73%),119
54,13,대구광역시,2009,남성,준서,준서(4.41%),111
55,14,대구광역시,2009,남성,동현,동현(4.14%),104
56,15,대구광역시,2009,남성,민재,민재(3.94%),99
57,15,대구광역시,2009,남성,승현,승현(3.94%),99
58,15,대구광역시,2009,남성,지후,지후(3.94%),99
59,18,대구광역시,2009,남성,민지,민지(3.90%),98
60,19,대구광역시,2009,남성,도현,도현(3.86%),97
61,20,대구광역시,2009,남성,채원,채원(3.82%),96
62,21,대구광역시,2009,남성,기타,기타(87.44%),"17,501"
63,1,인천광역시,2009,남성,서연,서연(8.69%),251
64,2,인천광역시,2009,남성,지민,지민(7.03%),203
65,3,인천광역시,2009,남성,민서,민서(6.61%),191
66,4,인천광역시,2009,남성,지우,지우(6.44%),186
67,5,인천광역시,2009,남성,하은,하은(5.99%),173
68,6,인천광역시,2009,남성,서현,서현(5.85%),169
69,7,인천광역시,2009,남성,지후,지후(5.37%),155
70,8,인천광역시,2009,남성,민준,민준(5.26%),152
71,9,인천광역시,2009,남성,서윤,서윤(4.71%),136
72,10,인천광역시,2009,남성,시우,시우(4.61%),133
73,11,인천광역시,2009,남성,윤서,윤서(4.19%),121
74,12,인천광역시,2009,남성,현서,현서(4.16%),120
75,13,인천광역시,2009,남성,연우,연우(4.09%),118
76,14,인천광역시,2009,남성,소율,소율(4.02%),116
77,14,인천광역시,2009,남성,수빈,수빈(4.02%),116
78,16,인천광역시,2009,남성,지원,지원(3.88%),112
79,16,인천광역시,2009,남성,채원,채원(3.88%),112
80,18,인천광역시,2009,남성,수민,수민(3.77%),109
81,19,인천광역시,2009,남성,현우,현우(3.74%),108
82,20,인천광역시,2009,남성,예은,예은(3.70%),107
83,21,인천광역시,2009,남성,기타,기타(88.26%),"21,702"
84,1,광주광역시,2009,남성,지우,지우(8.25%),122
85,2,광주광역시,2009,남성,지민,지민(6.83%),101
86,3,광주광역시,2009,남성,민서,민서(6.02%),89
87,3,광주광역시,2009,남성,현서,현서(6.02%),89
88,5,광주광역시,2009,남성,민준,민준(5.68%),84
89,6,광주광역시,2009,남성,하은,하은(5.48%),81
90,7,광주광역시,2009,남성,지후,지후(5.34%),79
91,8,광주광역시,2009,남성,서연,서연(5.21%),77
92,9,광주광역시,2009,남성,은서,은서(5.14%),76
93,10,광주광역시,2009,남성,현우,현우(5.00%),74
94,11,광주광역시,2009,남성,예은,예은(4.73%),70
95,12,광주광역시,2009,남성,지원,지원(4.67%),69
96,13,광주광역시,2009,남성,건우,건우(4.39%),65
97,14,광주광역시,2009,남성,연우,연우(4.19%),62
98,15,광주광역시,2009,남성,서현,서현(4.06%),60
99,16,광주광역시,2009,남성,가은,가은(3.99%),59
100,16,광주광역시,2009,남성,수빈,수빈(3.99%),59
101,18,광주광역시,2009,남성,지호,지호(3.79%),56
102,19,광주광역시,2009,남성,윤서,윤서(3.72%),55
103,20,광주광역시,2009,남성,수연,수연(3.52%),52
104,21,광주광역시,2009,남성,기타,기타(89.05%),"12,028"
105,1,대전광역시,2009,남성,서연,서연(7.18%),111
106,2,대전광역시,2009,남성,지우,지우(6.79%),105
107,3,대전광역시,2009,남성,민서,민서(6.46%),100
108,4,대전광역시,2009,남성,서현,서현(6.27%),97
109,5,대전광역시,2009,남성,지민,지민(6.01%),93
110,6,대전광역시,2009,남성,민준,민준(5.75%),89
111,7,대전광역시,2009,남성,서윤,서윤(4.91%),76
112,7,대전광역시,2009,남성,지원,지원(4.91%),76
113,9,대전광역시,2009,남성,예은,예은(4.65%),72
114,10,대전광역시,2009,남성,지훈,지훈(4.52%),70
115,11,대전광역시,2009,남성,윤서,윤서(4.46%),69
116,12,대전광역시,2009,남성,수빈,수빈(4.40%),68
117,12,대전광역시,2009,남성,하은,하은(4.40%),68
118,14,대전광역시,2009,남성,시우,시우(4.33%),67
119,14,대전광역시,2009,남성,은서,은서(4.33%),67
120,16,대전광역시,2009,남성,지후,지후(4.27%),66
121,17,대전광역시,2009,남성,지호,지호(4.20%),65
122,18,대전광역시,2009,남성,서진,서진(4.14%),64
123,18,대전광역시,2009,남성,수민,수민(4.14%),64
124,20,대전광역시,2009,남성,지윤,지윤(3.88%),60
125,21,대전광역시,2009,남성,기타,기타(89.01%),"12,529"
126,1,울산광역시,2009,남성,민서,민서(7.67%),106
127,2,울산광역시,2009,남성,서현,서현(7.31%),101
128,3,울산광역시,2009,남성,지민,지민(7.24%),100
129,4,울산광역시,2009,남성,민준,민준(6.87%),95
130,5,울산광역시,2009,남성,지우,지우(6.15%),85
131,6,울산광역시,2009,남성,서연,서연(5.21%),72
132,7,울산광역시,2009,남성,민지,민지(4.85%),67
133,8,울산광역시,2009,남성,서영,서영(4.70%),65
134,9,울산광역시,2009,남성,현서,현서(4.56%),63
135,10,울산광역시,2009,남성,지윤,지윤(4.41%),61
136,11,울산광역시,2009,남성,예진,예진(4.34%),60
137,11,울산광역시,2009,남성,지훈,지훈(4.34%),60
138,13,울산광역시,2009,남성,예원,예원(4.20%),58
139,14,울산광역시,2009,남성,동현,동현(4.12%),57
140,15,울산광역시,2009,남성,수빈,수빈(4.05%),56
141,15,울산광역시,2009,남성,예은,예은(4.05%),56
142,15,울산광역시,2009,남성,지후,지후(4.05%),56
143,18,울산광역시,2009,남성,수민,수민(3.98%),55
144,18,울산광역시,2009,남성,윤서,윤서(3.98%),55
145,20,울산광역시,2009,남성,민성,민성(3.91%),54
146,21,울산광역시,2009,남성,기타,기타(87.66%),"9,816"
147,1,경기도,2009,남성,서연,서연(7.64%),"1,025"
148,2,경기도,2009,남성,지우,지우(7.06%),948
149,3,경기도,2009,남성,민서,민서(6.56%),880
150,3,경기도,2009,남성,지민,지민(6.56%),880
151,5,경기도,2009,남성,서현,서현(5.74%),771
152,6,경기도,2009,남성,민준,민준(5.54%),743
153,7,경기도,2009,남성,서윤,서윤(5.30%),712
154,8,경기도,2009,남성,지후,지후(5.20%),698
155,9,경기도,2009,남성,지원,지원(4.91%),659
156,10,경기도,2009,남성,윤서,윤서(4.63%),622
157,11,경기도,2009,남성,하은,하은(4.61%),619
158,12,경기도,2009,남성,수빈,수빈(4.40%),590
159,13,경기도,2009,남성,서진,서진(4.29%),576
160,14,경기도,2009,남성,예은,예은(4.21%),565
161,15,경기도,2009,남성,시우,시우(4.17%),560
162,16,경기도,2009,남성,수민,수민(3.91%),525
163,17,경기도,2009,남성,준서,준서(3.90%),523
164,18,경기도,2009,남성,예준,예준(3.83%),514
165,19,경기도,2009,남성,현서,현서(3.80%),510
166,20,경기도,2009,남성,현우,현우(3.74%),502
167,21,경기도,2009,남성,기타,기타(88.18%),"100,101"
168,1,강원도,2009,남성,민서,민서(8.11%),111
169,2,강원도,2009,남성,서연,서연(7.31%),100
170,3,강원도,2009,남성,지우,지우(6.87%),94
171,4,강원도,2009,남성,지민,지민(6.73%),92
172,5,강원도,2009,남성,서윤,서윤(6.51%),89
173,6,강원도,2009,남성,민준,민준(5.63%),77
174,7,강원도,2009,남성,서현,서현(5.19%),71
175,8,강원도,2009,남성,수빈,수빈(5.04%),69
176,9,강원도,2009,남성,지후,지후(4.68%),64
177,10,강원도,2009,남성,윤서,윤서(4.31%),59
178,10,강원도,2009,남성,하은,하은(4.31%),59
179,12,강원도,2009,남성,지원,지원(4.24%),58
180,12,강원도,2009,남성,지윤,지윤(4.24%),58
181,14,강원도,2009,남성,승현,승현(4.17%),57
182,15,강원도,2009,남성,현우,현우(4.09%),56
183,16,강원도,2009,남성,예원,예원(4.02%),55
184,17,강원도,2009,남성,수민,수민(3.87%),53
185,18,강원도,2009,남성,민지,민지(3.58%),49
186,18,강원도,2009,남성,시우,시우(3.58%),49
187,20,강원도,2009,남성,은서,은서(3.51%),48
188,21,강원도,2009,남성,기타,기타(88.94%),"10,998"
189,1,충청북도,2009,남성,민서,민서(7.44%),124
190,2,충청북도,2009,남성,지우,지우(7.32%),122
191,3,충청북도,2009,남성,서연,서연(6.84%),114
192,4,충청북도,2009,남성,민준,민준(6.30%),105
193,5,충청북도,2009,남성,서윤,서윤(6.12%),102
194,6,충청북도,2009,남성,지민,지민(5.52%),92
195,7,충청북도,2009,남성,서현,서현(5.46%),91
196,8,충청북도,2009,남성,수민,수민(4.92%),82
197,8,충청북도,2009,남성,하은,하은(4.92%),82
198,10,충청북도,2009,남성,지원,지원(4.86%),81
199,11,충청북도,2009,남성,예은,예은(4.80%),80
200,12,충청북도,2009,남성,지후,지후(4.74%),79
201,13,충청북도,2009,남성,수빈,수빈(4.38%),73
202,14,충청북도,2009,남성,지훈,지훈(4.02%),67
203,15,충청북도,2009,남성,수연,수연(3.90%),65
204,15,충청북도,2009,남성,준서,준서(3.90%),65
205,17,충청북도,2009,남성,서진,서진(3.78%),63
206,17,충청북도,2009,남성,윤서,윤서(3.78%),63
207,19,충청북도,2009,남성,건우,건우(3.54%),59
208,20,충청북도,2009,남성,은서,은서(3.48%),58
209,21,충청북도,2009,남성,기타,기타(88.29%),"12,566"
210,1,충청남도,2009,남성,서연,서연(7.64%),170
211,2,충청남도,2009,남성,민서,민서(6.61%),147
212,3,충청남도,2009,남성,지우,지우(6.52%),145
213,4,충청남도,2009,남성,서현,서현(6.43%),143
214,5,충청남도,2009,남성,지민,지민(5.94%),132
215,6,충청남도,2009,남성,민준,민준(5.67%),126
216,7,충청남도,2009,남성,서윤,서윤(5.44%),121
217,8,충청남도,2009,남성,지후,지후(4.86%),108
218,9,충청남도,2009,남성,예은,예은(4.81%),107
219,10,충청남도,2009,남성,수빈,수빈(4.77%),106
220,11,충청남도,2009,남성,지원,지원(4.68%),104
221,12,충청남도,2009,남성,하은,하은(4.54%),101
222,13,충청남도,2009,남성,민지,민지(4.50%),100
223,14,충청남도,2009,남성,윤서,윤서(4.36%),97
224,15,충청남도,2009,남성,은서,은서(4.27%),95
225,16,충청남도,2009,남성,예진,예진(4.00%),89
226,17,충청남도,2009,남성,지훈,지훈(3.82%),85
227,18,충청남도,2009,남성,수민,수민(3.78%),84
228,19,충청남도,2009,남성,예원,예원(3.69%),82
229,19,충청남도,2009,남성,현서,현서(3.69%),82
230,20,충청남도,2009,남성,기타,기타(88.71%),"17,478"
231,1,전라북도,2009,남성,서연,서연(7.60%),124
232,1,전라북도,2009,남성,지우,지우(7.60%),124
233,3,전라북도,2009,남성,서현,서현(6.37%),104
234,4,전라북도,2009,남성,민준,민준(5.45%),89
235,4,전라북도,2009,남성,지원,지원(5.45%),89
236,6,전라북도,2009,남성,민서,민서(5.39%),88
237,7,전라북도,2009,남성,지민,지민(5.15%),84
238,8,전라북도,2009,남성,수빈,수빈(5.02%),82
239,9,전라북도,2009,남성,하은,하은(4.96%),81
240,10,전라북도,2009,남성,지후,지후(4.78%),78
241,11,전라북도,2009,남성,수연,수연(4.47%),73
242,12,전라북도,2009,남성,수민,수민(4.41%),72
243,12,전라북도,2009,남성,현우,현우(4.41%),72
244,14,전라북도,2009,남성,가은,가은(4.35%),71
245,15,전라북도,2009,남성,지훈,지훈(4.29%),70
246,16,전라북도,2009,남성,예은,예은(4.23%),69
247,17,전라북도,2009,남성,건우,건우(4.17%),68
248,17,전라북도,2009,남성,승현,승현(4.17%),68
249,19,전라북도,2009,남성,서윤,서윤(3.98%),65
250,20,전라북도,2009,남성,민지,민지(3.74%),61
251,21,전라북도,2009,남성,기타,기타(89.72%),"14,244"
252,1,전라남도,2009,남성,민서,민서(7.19%),122
253,1,전라남도,2009,남성,지우,지우(7.19%),122
254,1,전라남도,2009,남성,지후,지후(7.19%),122
255,4,전라남도,2009,남성,서연,서연(6.66%),113
256,5,전라남도,2009,남성,지민,지민(5.89%),100
257,6,전라남도,2009,남성,민준,민준(5.48%),93
258,6,전라남도,2009,남성,지원,지원(5.48%),93
259,8,전라남도,2009,남성,서현,서현(5.42%),92
260,9,전라남도,2009,남성,하은,하은(5.19%),88
261,10,전라남도,2009,남성,예은,예은(4.71%),80
262,11,전라남도,2009,남성,현서,현서(4.30%),73
263,12,전라남도,2009,남성,현우,현우(4.18%),71
264,13,전라남도,2009,남성,은서,은서(4.07%),69
265,14,전라남도,2009,남성,가은,가은(4.01%),68
266,14,전라남도,2009,남성,지훈,지훈(4.01%),68
267,16,전라남도,2009,남성,민지,민지(3.95%),67
268,17,전라남도,2009,남성,시우,시우(3.83%),65
269,18,전라남도,2009,남성,우진,우진(3.77%),64
270,18,전라남도,2009,남성,지윤,지윤(3.77%),64
271,20,전라남도,2009,남성,준서,준서(3.71%),63
272,21,전라남도,2009,남성,기타,기타(89.79%),"14,923"
273,1,경상북도,2009,남성,민서,민서(7.16%),185
274,2,경상북도,2009,남성,서현,서현(6.96%),180
275,3,경상북도,2009,남성,지민,지민(6.03%),156
276,3,경상북도,2009,남성,지원,지원(6.03%),156
277,5,경상북도,2009,남성,민준,민준(5.96%),154
278,6,경상북도,2009,남성,수민,수민(5.42%),140
279,7,경상북도,2009,남성,지우,지우(5.38%),139
280,8,경상북도,2009,남성,수빈,수빈(5.15%),133
281,9,경상북도,2009,남성,서윤,서윤(4.84%),125
282,10,경상북도,2009,남성,준서,준서(4.72%),122
283,11,경상북도,2009,남성,지훈,지훈(4.60%),119
284,12,경상북도,2009,남성,민성,민성(4.49%),116
285,12,경상북도,2009,남성,서연,서연(4.49%),116
286,14,경상북도,2009,남성,지윤,지윤(4.33%),112
287,14,경상북도,2009,남성,현서,현서(4.33%),112
288,16,경상북도,2009,남성,예준,예준(4.22%),109
289,17,경상북도,2009,남성,예진,예진(4.06%),105
290,18,경상북도,2009,남성,유진,유진(4.02%),104
291,19,경상북도,2009,남성,예은,예은(3.95%),102
292,20,경상북도,2009,남성,민지,민지(3.87%),100
293,21,경상북도,2009,남성,기타,기타(89.14%),"21,213"
294,1,경상남도,2009,남성,민서,민서(8.12%),296
295,2,경상남도,2009,남성,민준,민준(7.68%),280
296,3,경상남도,2009,남성,지민,지민(7.14%),260
297,4,경상남도,2009,남성,지우,지우(6.83%),249
298,5,경상남도,2009,남성,지원,지원(5.85%),213
299,6,경상남도,2009,남성,수빈,수빈(5.82%),212
300,7,경상남도,2009,남성,지후,지후(5.38%),196
301,8,경상남도,2009,남성,서연,서연(4.72%),172
302,9,경상남도,2009,남성,서현,서현(4.64%),169
303,9,경상남도,2009,남성,우진,우진(4.64%),169
304,11,경상남도,2009,남성,민지,민지(4.42%),161
305,12,경상남도,2009,남성,서영,서영(4.34%),158
306,13,경상남도,2009,남성,지윤,지윤(4.25%),155
307,14,경상남도,2009,남성,민재,민재(3.90%),142
308,15,경상남도,2009,남성,준서,준서(3.84%),140
309,16,경상남도,2009,남성,수민,수민(3.81%),139
310,17,경상남도,2009,남성,서윤,서윤(3.70%),135
311,17,경상남도,2009,남성,은서,은서(3.70%),135
312,19,경상남도,2009,남성,현우,현우(3.62%),132
313,20,경상남도,2009,남성,민성,민성(3.59%),131
314,21,경상남도,2009,남성,기타,기타(88.59%),"28,284"
315,1,제주특별자치도,2009,남성,~99,~99(23.13%),207
316,2,제주특별자치도,2009,남성,지후,지후(5.70%),51
317,3,제주특별자치도,2009,남성,채은,채은(5.03%),45
318,4,제주특별자치도,2009,남성,하은,하은(4.80%),43
319,5,제주특별자치도,2009,남성,민서,민서(4.69%),42
320,5,제주특별자치도,2009,남성,지우,지우(4.69%),42
321,7,제주특별자치도,2009,남성,서연,서연(4.47%),40
322,7,제주특별자치도,2009,남성,서현,서현(4.47%),40
323,7,제주특별자치도,2009,남성,윤서,윤서(4.47%),40
324,10,제주특별자치도,2009,남성,지환,지환(4.25%),38
325,11,제주특별자치도,2009,남성,시연,시연(4.02%),36
326,12,제주특별자치도,2009,남성,예은,예은(3.58%),32
327,13,제주특별자치도,2009,남성,민건,민건(3.46%),31
328,13,제주특별자치도,2009,남성,서윤,서윤(3.46%),31
329,13,제주특별자치도,2009,남성,지훈,지훈(3.46%),31
330,13,제주특별자치도,2009,남성,현우,현우(3.46%),31
331,17,제주특별자치도,2009,남성,수빈,수빈(3.35%),30
332,17,제주특별자치도,2009,남성,수연,수연(3.35%),30
333,19,제주특별자치도,2009,남성,예진,예진(3.13%),28
334,20,제주특별자치도,2009,남성,지원,지원(3.02%),27
335,21,제주특별자치도,2009,남성,기타,기타(85.64%),"5,337"
