,순위,지역,년도,성별,이름,비율,건수
59,17,대구광역시,2014,남성,정우,정우(3.48%),70
60,19,대구광역시,2014,남성,재민,재민(3.43%),69
61,19,대구광역시,2014,남성,현준,현준(3.43%),69
62,20,대구광역시,2014,남성,기타,기타(80.40%),"8,251"
63,1,인천광역시,2014,남성,하준,하준(9.07%),248
64,2,인천광역시,2014,남성,민준,민준(8.96%),245
65,3,인천광역시,2014,남성,서준,서준(8.67%),237
66,4,인천광역시,2014,남성,예준,예준(6.80%),186
67,5,인천광역시,2014,남성,주원,주원(5.82%),159
68,6,인천광역시,2014,남성,지후,지후(5.41%),148
69,7,인천광역시,2014,남성,도윤,도윤(5.08%),139
70,8,인천광역시,2014,남성,시우,시우(4.65%),127
71,9,인천광역시,2014,남성,준우,준우(4.61%),126
72,10,인천광역시,2014,남성,현우,현우(4.43%),121
73,11,인천광역시,2014,남성,지호,지호(4.24%),116
74,12,인천광역시,2014,남성,정우,정우(3.95%),108
75,12,인천광역시,2014,남성,준서,준서(3.95%),108
76,14,인천광역시,2014,남성,지훈,지훈(3.91%),107
77,15,인천광역시,2014,남성,서진,서진(3.88%),106
78,16,인천광역시,2014,남성,도현,도현(3.51%),96
79,16,인천광역시,2014,남성,우빈,우빈(3.51%),96
80,18,인천광역시,2014,남성,우진,우진(3.40%),93
81,19,인천광역시,2014,남성,선우,선우(3.11%),85
82,20,인천광역시,2014,남성,수현,수현(3.04%),83
83,21,인천광역시,2014,남성,기타,기타(79.88%),"10,855"
84,1,광주광역시,2014,남성,서준,서준(10.09%),142
85,2,광주광역시,2014,남성,민준,민준(10.02%),141
86,3,광주광역시,2014,남성,하준,하준(8.46%),119
87,4,광주광역시,2014,남성,도윤,도윤(8.17%),115
88,5,광주광역시,2014,남성,예준,예준(5.33%),75
89,6,광주광역시,2014,남성,주원,주원(5.05%),71
90,7,광주광역시,2014,남성,준우,준우(4.98%),70
91,8,광주광역시,2014,남성,지후,지후(4.41%),62
92,9,광주광역시,2014,남성,승우,승우(4.19%),59
93,10,광주광역시,2014,남성,도현,도현(3.98%),56
94,11,광주광역시,2014,남성,현준,현준(3.91%),55
95,12,광주광역시,2014,남성,시우,시우(3.84%),54
96,13,광주광역시,2014,남성,준서,준서(3.77%),53
97,13,광주광역시,2014,남성,지호,지호(3.77%),53
98,15,광주광역시,2014,남성,서진,서진(3.55%),50
99,16,광주광역시,2014,남성,민재,민재(3.48%),49
100,16,광주광역시,2014,남성,선우,선우(3.48%),49
101,16,광주광역시,2014,남성,정우,정우(3.48%),49
102,19,광주광역시,2014,남성,건우,건우(3.20%),45
103,20,광주광역시,2014,남성,우빈,우빈(2.84%),40
104,21,광주광역시,2014,남성,기타,기타(79.09%),"5,321"
105,1,대전광역시,2014,남성,서준,서준(10.15%),153
106,2,대전광역시,2014,남성,민준,민준(9.36%),141
107,3,대전광역시,2014,남성,하준,하준(7.43%),112
108,4,대전광역시,2014,남성,예준,예준(7.10%),107
109,5,대전광역시,2014,남성,주원,주원(6.77%),102
110,6,대전광역시,2014,남성,도윤,도윤(5.91%),89
111,7,대전광역시,2014,남성,준우,준우(5.37%),81
112,8,대전광역시,2014,남성,지훈,지훈(4.51%),68
113,9,대전광역시,2014,남성,서진,서진(4.31%),65
114,10,대전광역시,2014,남성,지후,지후(4.18%),63
115,11,대전광역시,2014,남성,준서,준서(3.92%),59
116,12,대전광역시,2014,남성,우진,우진(3.85%),58
117,13,대전광역시,2014,남성,건우,건우(3.78%),57
118,14,대전광역시,2014,남성,현준,현준(3.72%),56
119,15,대전광역시,2014,남성,시우,시우(3.65%),55
120,16,대전광역시,2014,남성,도현,도현(3.45%),52
121,17,대전광역시,2014,남성,승현,승현(3.19%),48
122,17,대전광역시,2014,남성,유찬,유찬(3.19%),48
123,19,대전광역시,2014,남성,정우,정우(3.12%),47
124,20,대전광역시,2014,남성,현우,현우(3.05%),46
125,21,대전광역시,2014,남성,기타,기타(79.67%),"5,905"
126,1,울산광역시,2014,남성,민준,민준(12.78%),155
127,2,울산광역시,2014,남성,서준,서준(7.67%),93
128,3,울산광역시,2014,남성,지후,지후(7.17%),87
129,4,울산광역시,2014,남성,주원,주원(6.76%),82
130,5,울산광역시,2014,남성,지훈,지훈(5.44%),66
131,6,울산광역시,2014,남성,도윤,도윤(5.28%),64
132,7,울산광역시,2014,남성,민재,민재(5.19%),63
133,7,울산광역시,2014,남성,예준,예준(5.19%),63
134,9,울산광역시,2014,남성,하준,하준(4.95%),60
135,10,울산광역시,2014,남성,준우,준우(4.20%),51
136,11,울산광역시,2014,남성,도현,도현(3.87%),47
137,11,울산광역시,2014,남성,준서,준서(3.87%),47
138,13,울산광역시,2014,남성,정우,정우(3.71%),45
139,14,울산광역시,2014,남성,지호,지호(3.63%),44
140,15,울산광역시,2014,남성,승민,승민(3.54%),43
141,15,울산광역시,2014,남성,지환,지환(3.54%),43
142,17,울산광역시,2014,남성,현우,현우(3.46%),42
143,18,울산광역시,2014,남성,수현,수현(3.30%),40
144,19,울산광역시,2014,남성,승현,승현(3.22%),39
145,19,울산광역시,2014,남성,시우,시우(3.22%),39
146,20,울산광역시,2014,남성,기타,기타(79.74%),"4,774"
147,1,세종특별자치시,2014,남성,서준,서준(13.71%),17
148,2,세종특별자치시,2014,남성,도윤,도윤(7.26%),9
149,3,세종특별자치시,2014,남성,예준,예준(6.45%),8
150,3,세종특별자치시,2014,남성,지후,지후(6.45%),8
151,5,세종특별자치시,2014,남성,민준,민준(5.65%),7
152,6,세종특별자치시,2014,남성,지훈,지훈(4.84%),6
153,7,세종특별자치시,2014,남성,민호,민호(4.03%),5
154,7,세종특별자치시,2014,남성,용준,용준(4.03%),5
155,7,세종특별자치시,2014,남성,우빈,우빈(4.03%),5
156,7,세종특별자치시,2014,남성,우진,우진(4.03%),5
157,7,세종특별자치시,2014,남성,윤재,윤재(4.03%),5
158,7,세종특별자치시,2014,남성,은호,은호(4.03%),5
159,7,세종특별자치시,2014,남성,지성,지성(4.03%),5
160,7,세종특별자치시,2014,남성,지원,지원(4.03%),5
161,7,세종특별자치시,2014,남성,지호,지호(4.03%),5
162,7,세종특별자치시,2014,남성,하준,하준(4.03%),5
163,7,세종특별자치시,2014,남성,한결,한결(4.03%),5
164,7,세종특별자치시,2014,남성,현우,현우(4.03%),5
165,7,세종특별자치시,2014,남성,현준,현준(4.03%),5
166,20,세종특별자치시,2014,남성,태윤,태윤(3.23%),4
167,21,세종특별자치시,2014,남성,기타,기타(81.98%),564
168,1,경기도,2014,남성,서준,서준(9.76%),"1,112"
169,2,경기도,2014,남성,민준,민준(8.66%),986
170,3,경기도,2014,남성,하준,하준(7.19%),819
171,4,경기도,2014,남성,주원,주원(6.65%),758
172,5,경기도,2014,남성,예준,예준(5.94%),677
173,6,경기도,2014,남성,도윤,도윤(5.82%),663
174,7,경기도,2014,남성,지후,지후(5.17%),589
175,8,경기도,2014,남성,준우,준우(4.95%),564
176,9,경기도,2014,남성,준서,준서(4.76%),542
177,10,경기도,2014,남성,지호,지호(4.49%),511
178,11,경기도,2014,남성,시우,시우(4.42%),503
179,12,경기도,2014,남성,현우,현우(4.17%),475
180,13,경기도,2014,남성,서진,서진(4.00%),456
181,14,경기도,2014,남성,도현,도현(3.78%),430
182,15,경기도,2014,남성,정우,정우(3.72%),424
183,16,경기도,2014,남성,지훈,지훈(3.48%),396
184,17,경기도,2014,남성,선우,선우(3.35%),382
185,18,경기도,2014,남성,현준,현준(3.25%),370
186,19,경기도,2014,남성,수현,수현(3.22%),367
187,20,경기도,2014,남성,건우,건우(3.21%),366
188,21,경기도,2014,남성,기타,기타(80.31%),"46,467"
189,1,강원도,2014,남성,민준,민준(10.65%),100
190,2,강원도,2014,남성,서준,서준(9.05%),85
191,3,강원도,2014,남성,예준,예준(6.82%),64
192,4,강원도,2014,남성,도윤,도윤(5.54%),52
193,4,강원도,2014,남성,주원,주원(5.54%),52
194,6,강원도,2014,남성,하준,하준(5.43%),51
195,7,강원도,2014,남성,준우,준우(5.01%),47
196,7,강원도,2014,남성,지호,지호(5.01%),47
197,9,강원도,2014,남성,준서,준서(4.58%),43
198,10,강원도,2014,남성,지후,지후(4.37%),41
199,11,강원도,2014,남성,수현,수현(4.26%),40
200,12,강원도,2014,남성,건우,건우(3.94%),37
201,12,강원도,2014,남성,서진,서진(3.94%),37
202,14,강원도,2014,남성,민재,민재(3.83%),36
203,14,강원도,2014,남성,시우,시우(3.83%),36
204,14,강원도,2014,남성,우진,우진(3.83%),36
205,14,강원도,2014,남성,현준,현준(3.83%),36
206,18,강원도,2014,남성,연우,연우(3.73%),35
207,18,강원도,2014,남성,정우,정우(3.73%),35
208,20,강원도,2014,남성,승현,승현(3.09%),29
209,21,강원도,2014,남성,기타,기타(83.19%),"4,648"
210,1,충청북도,2014,남성,민준,민준(10.04%),136
211,2,충청북도,2014,남성,서준,서준(9.15%),124
212,3,충청북도,2014,남성,지후,지후(6.86%),93
213,3,충청북도,2014,남성,하준,하준(6.86%),93
214,5,충청북도,2014,남성,예준,예준(5.98%),81
215,6,충청북도,2014,남성,주원,주원(5.90%),80
216,7,충청북도,2014,남성,시우,시우(5.02%),68
217,8,충청북도,2014,남성,준서,준서(4.87%),66
218,8,충청북도,2014,남성,준우,준우(4.87%),66
219,10,충청북도,2014,남성,도윤,도윤(4.50%),61
220,11,충청북도,2014,남성,지호,지호(4.35%),59
221,11,충청북도,2014,남성,현우,현우(4.35%),59
222,13,충청북도,2014,남성,현준,현준(3.99%),54
223,14,충청북도,2014,남성,도현,도현(3.69%),50
224,15,충청북도,2014,남성,정우,정우(3.62%),49
225,16,충청북도,2014,남성,지훈,지훈(3.47%),47
226,17,충청북도,2014,남성,서진,서진(3.25%),44
227,17,충청북도,2014,남성,유준,유준(3.25%),44
228,19,충청북도,2014,남성,민재,민재(3.03%),41
229,20,충청북도,2014,남성,유찬,유찬(2.95%),40
230,21,충청북도,2014,남성,기타,기타(80.59%),"5,626"
231,1,충청남도,2014,남성,민준,민준(9.84%),176
232,2,충청남도,2014,남성,서준,서준(9.78%),175
233,3,충청남도,2014,남성,지후,지후(6.93%),124
234,4,충청남도,2014,남성,주원,주원(6.76%),121
235,5,충청남도,2014,남성,하준,하준(6.04%),108
236,6,충청남도,2014,남성,예준,예준(5.37%),96
237,7,충청남도,2014,남성,준우,준우(5.09%),91
238,8,충청남도,2014,남성,도윤,도윤(4.92%),88
239,9,충청남도,2014,남성,준서,준서(4.70%),84
240,10,충청남도,2014,남성,시우,시우(4.42%),79
241,11,충청남도,2014,남성,지호,지호(4.19%),75
242,12,충청남도,2014,남성,정우,정우(3.91%),70
243,13,충청남도,2014,남성,우진,우진(3.80%),68
244,14,충청남도,2014,남성,준혁,준혁(3.75%),67
245,14,충청남도,2014,남성,현우,현우(3.75%),67
246,16,충청남도,2014,남성,도현,도현(3.58%),64
247,17,충청남도,2014,남성,진우,진우(3.41%),61
248,18,충청남도,2014,남성,현준,현준(3.30%),59
249,19,충청남도,2014,남성,건우,건우(3.24%),58
250,19,충청남도,2014,남성,선우,선우(3.24%),58
251,20,충청남도,2014,남성,기타,기타(81.15%),"7,703"
252,1,전라북도,2014,남성,민준,민준(8.83%),117
253,2,전라북도,2014,남성,서준,서준(8.53%),113
254,3,전라북도,2014,남성,하준,하준(7.92%),105
255,4,전라북도,2014,남성,도윤,도윤(5.58%),74
256,5,전라북도,2014,남성,주원,주원(5.51%),73
257,6,전라북도,2014,남성,예준,예준(5.36%),71
258,6,전라북도,2014,남성,지후,지후(5.36%),71
259,8,전라북도,2014,남성,시우,시우(5.13%),68
260,9,전라북도,2014,남성,준우,준우(4.68%),62
261,10,전라북도,2014,남성,현우,현우(4.38%),58
262,11,전라북도,2014,남성,우빈,우빈(4.30%),57
263,12,전라북도,2014,남성,지호,지호(4.08%),54
264,13,전라북도,2014,남성,건우,건우(4.00%),53
265,14,전라북도,2014,남성,승우,승우(3.92%),52
266,15,전라북도,2014,남성,도현,도현(3.85%),51
267,15,전라북도,2014,남성,지훈,지훈(3.85%),51
268,17,전라북도,2014,남성,현준,현준(3.77%),50
269,18,전라북도,2014,남성,서진,서진(3.70%),49
270,18,전라북도,2014,남성,정우,정우(3.70%),49
271,20,전라북도,2014,남성,수현,수현(3.55%),47
272,21,전라북도,2014,남성,기타,기타(82.48%),"6,239"
273,1,전라남도,2014,남성,민준,민준(10.08%),143
274,2,전라남도,2014,남성,하준,하준(8.18%),116
275,3,전라남도,2014,남성,서준,서준(7.26%),103
276,4,전라남도,2014,남성,도윤,도윤(6.14%),87
277,4,전라남도,2014,남성,예준,예준(6.14%),87
278,6,전라남도,2014,남성,지후,지후(5.78%),82
279,7,전라남도,2014,남성,준서,준서(5.08%),72
280,8,전라남도,2014,남성,주원,주원(5.01%),71
281,8,전라남도,2014,남성,현우,현우(5.01%),71
282,10,전라남도,2014,남성,시우,시우(4.94%),70
283,11,전라남도,2014,남성,도현,도현(4.37%),62
284,12,전라남도,2014,남성,승우,승우(4.23%),60
285,13,전라남도,2014,남성,서진,서진(4.02%),57
286,14,전라남도,2014,남성,우빈,우빈(3.74%),53
287,15,전라남도,2014,남성,준우,준우(3.60%),51
288,16,전라남도,2014,남성,지호,지호(3.53%),50
289,17,전라남도,2014,남성,건우,건우(3.39%),48
290,18,전라남도,2014,남성,지훈,지훈(3.31%),47
291,19,전라남도,2014,남성,시윤,시윤(3.10%),44
292,19,전라남도,2014,남성,지우,지우(3.10%),44
293,20,전라남도,2014,남성,기타,기타(81.44%),"6,223"
294,1,경상북도,2014,남성,민준,민준(11.24%),249
295,2,경상북도,2014,남성,서준,서준(8.48%),188
296,3,경상북도,2014,남성,도윤,도윤(6.41%),142
297,4,경상북도,2014,남성,예준,예준(5.78%),128
298,5,경상북도,2014,남성,주원,주원(5.32%),118
299,6,경상북도,2014,남성,지후,지후(5.10%),113
300,6,경상북도,2014,남성,지훈,지훈(5.10%),113
301,6,경상북도,2014,남성,하준,하준(5.10%),113
302,9,경상북도,2014,남성,준서,준서(4.56%),101
303,9,경상북도,2014,남성,현우,현우(4.56%),101
304,11,경상북도,2014,남성,도현,도현(4.24%),94
305,12,경상북도,2014,남성,수현,수현(4.20%),93
306,12,경상북도,2014,남성,승민,승민(4.20%),93
307,14,경상북도,2014,남성,지호,지호(4.15%),92
308,15,경상북도,2014,남성,준우,준우(3.84%),85
309,16,경상북도,2014,남성,현준,현준(3.79%),84
310,17,경상북도,2014,남성,시우,시우(3.70%),82
311,18,경상북도,2014,남성,연우,연우(3.47%),77
312,19,경상북도,2014,남성,승현,승현(3.43%),76
313,20,경상북도,2014,남성,민재,민재(3.34%),74
314,21,경상북도,2014,남성,기타,기타(81.42%),"9,710"
315,1,경상남도,2014,남성,민준,민준(9.63%),298
316,2,경상남도,2014,남성,서준,서준(9.01%),279
317,3,경상남도,2014,남성,예준,예준(6.72%),208
318,4,경상남도,2014,남성,하준,하준(6.33%),196
319,5,경상남도,2014,남성,준서,준서(5.65%),175
320,6,경상남도,2014,남성,주원,주원(5.59%),173
321,6,경상남도,2014,남성,준우,준우(5.59%),173
322,8,경상남도,2014,남성,도윤,도윤(5.30%),164
323,9,경상남도,2014,남성,지후,지후(5.17%),160
324,10,경상남도,2014,남성,현우,현우(4.36%),135
325,11,경상남도,2014,남성,지훈,지훈(4.04%),125
326,12,경상남도,2014,남성,시우,시우(3.97%),123
327,13,경상남도,2014,남성,시윤,시윤(3.81%),118
328,14,경상남도,2014,남성,도현,도현(3.75%),116
329,15,경상남도,2014,남성,수현,수현(3.65%),113
330,15,경상남도,2014,남성,유준,유준(3.65%),113
331,17,경상남도,2014,남성,연우,연우(3.52%),109
332,18,경상남도,2014,남성,우진,우진(3.49%),108
333,19,경상남도,2014,남성,지호,지호(3.42%),106
334,20,경상남도,2014,남성,선우,선우(3.33%),103
335,21,경상남도,2014,남성,기타,기타(80.68%),"12,926"
336,1,제주특별자치도,2014,남성,~99,~99(11.69%),83
337,2,제주특별자치도,2014,남성,서준,서준(10.56%),75
338,3,제주특별자치도,2014,남성,유준,유준(9.72%),69
339,4,제주특별자치도,2014,남성,하준,하준(6.62%),47
340,5,제주특별자치도,2014,남성,지환,지환(6.20%),44
341,6,제주특별자치도,2014,남성,준우,준우(5.49%),39
342,7,제주특별자치도,2014,남성,민준,민준(5.07%),36
343,7,제주특별자치도,2014,남성,주원,주원(5.07%),36
344,9,제주특별자치도,2014,남성,예준,예준(4.51%),32
345,10,제주특별자치도,2014,남성,지성,지성(3.80%),27
346,10,제주특별자치도,2014,남성,지후,지후(3.80%),27
347,12,제주특별자치도,2014,남성,시우,시우(3.52%),25
348,12,제주특별자치도,2014,남성,지호,지호(3.52%),25
349,14,제주특별자치도,2014,남성,현준,현준(3.24%),23
350,15,제주특별자치도,2014,남성,준성,준성(3.10%),22
351,16,제주특별자치도,2014,남성,도윤,도윤(2.96%),21
352,17,제주특별자치도,2014,남성,우빈,우빈(2.82%),20
353,17,제주특별자치도,2014,남성,지율,지율(2.82%),20
354,17,제주특별자치도,2014,남성,현우,현우(2.82%),20
355,20,제주특별자치도,2014,남성,우진,우진(2.68%),19
356,21,제주특별자치도,2014,남성,기타,기타(77.53%),"2,450"
