,순위,지역,년도,성별,이름,비율,건수
140,15,울산광역시,2008,남성,재원,재원(4.14%),36
141,15,울산광역시,2008,남성,준우,준우(4.14%),36
142,17,울산광역시,2008,남성,승민,승민(4.02%),35
143,18,울산광역시,2008,남성,현우,현우(3.91%),34
144,19,울산광역시,2008,남성,경민,경민(3.79%),33
145,19,울산광역시,2008,남성,지민,지민(3.79%),33
146,20,울산광역시,2008,남성,기타,기타(85.23%),"5,020"
147,1,경기도,2008,남성,민준,민준(8.02%),679
148,2,경기도,2008,남성,지훈,지훈(6.26%),530
149,3,경기도,2008,남성,준서,준서(6.05%),512
150,4,경기도,2008,남성,현우,현우(5.89%),499
151,5,경기도,2008,남성,우진,우진(5.80%),491
152,6,경기도,2008,남성,예준,예준(5.59%),473
153,7,경기도,2008,남성,도현,도현(5.42%),459
154,8,경기도,2008,남성,건우,건우(5.00%),423
155,8,경기도,2008,남성,서준,서준(5.00%),423
156,10,경기도,2008,남성,현준,현준(4.96%),420
157,11,경기도,2008,남성,준혁,준혁(4.77%),404
158,12,경기도,2008,남성,시우,시우(4.51%),382
159,13,경기도,2008,남성,동현,동현(4.44%),376
160,14,경기도,2008,남성,서진,서진(4.28%),362
161,15,경기도,2008,남성,승민,승민(4.19%),355
162,15,경기도,2008,남성,승현,승현(4.19%),355
163,17,경기도,2008,남성,민재,민재(4.11%),348
164,18,경기도,2008,남성,지후,지후(4.10%),347
165,19,경기도,2008,남성,지호,지호(3.71%),314
166,20,경기도,2008,남성,지환,지환(3.70%),313
167,21,경기도,2008,남성,기타,기타(85.98%),"51,916"
168,1,강원도,2008,남성,민준,민준(6.26%),46
169,1,강원도,2008,남성,현준,현준(6.26%),46
170,3,강원도,2008,남성,건우,건우(6.12%),45
171,4,강원도,2008,남성,예준,예준(5.99%),44
172,5,강원도,2008,남성,도현,도현(5.71%),42
173,6,강원도,2008,남성,우진,우진(5.44%),40
174,6,강원도,2008,남성,준서,준서(5.44%),40
175,8,강원도,2008,남성,동현,동현(5.17%),38
176,8,강원도,2008,남성,시우,시우(5.17%),38
177,10,강원도,2008,남성,준우,준우(4.76%),35
178,10,강원도,2008,남성,현우,현우(4.76%),35
179,12,강원도,2008,남성,준혁,준혁(4.63%),34
180,13,강원도,2008,남성,승민,승민(4.49%),33
181,13,강원도,2008,남성,승현,승현(4.49%),33
182,13,강원도,2008,남성,지훈,지훈(4.49%),33
183,13,강원도,2008,남성,태훈,태훈(4.49%),33
184,17,강원도,2008,남성,민규,민규(4.22%),31
185,18,강원도,2008,남성,서준,서준(4.08%),30
186,18,강원도,2008,남성,성현,성현(4.08%),30
187,20,강원도,2008,남성,준영,준영(3.95%),29
188,21,강원도,2008,남성,기타,기타(88.57%),"5,698"
189,1,충청북도,2008,남성,민준,민준(8.08%),77
190,2,충청북도,2008,남성,지훈,지훈(6.93%),66
191,3,충청북도,2008,남성,건우,건우(5.46%),52
192,3,충청북도,2008,남성,승현,승현(5.46%),52
193,3,충청북도,2008,남성,현우,현우(5.46%),52
194,6,충청북도,2008,남성,준혁,준혁(5.35%),51
195,7,충청북도,2008,남성,현준,현준(5.25%),50
196,8,충청북도,2008,남성,서준,서준(5.14%),49
197,9,충청북도,2008,남성,준우,준우(5.04%),48
198,10,충청북도,2008,남성,동현,동현(4.83%),46
199,10,충청북도,2008,남성,우진,우진(4.83%),46
200,12,충청북도,2008,남성,도현,도현(4.72%),45
201,13,충청북도,2008,남성,민석,민석(4.41%),42
202,13,충청북도,2008,남성,민성,민성(4.41%),42
203,13,충청북도,2008,남성,준서,준서(4.41%),42
204,16,충청북도,2008,남성,성민,성민(4.20%),40
205,16,충청북도,2008,남성,승민,승민(4.20%),40
206,18,충청북도,2008,남성,규민,규민(3.99%),38
207,18,충청북도,2008,남성,성현,성현(3.99%),38
208,20,충청북도,2008,남성,민재,민재(3.88%),37
209,21,충청북도,2008,남성,기타,기타(87.28%),"6,538"
210,1,충청남도,2008,남성,민준,민준(7.30%),91
211,2,충청남도,2008,남성,지훈,지훈(7.14%),89
212,3,충청남도,2008,남성,건우,건우(6.42%),80
213,4,충청남도,2008,남성,우진,우진(6.34%),79
214,5,충청남도,2008,남성,현준,현준(5.69%),71
215,6,충청남도,2008,남성,현우,현우(5.45%),68
216,7,충청남도,2008,남성,동현,동현(5.05%),63
217,8,충청남도,2008,남성,도현,도현(4.89%),61
218,8,충청남도,2008,남성,승현,승현(4.89%),61
219,8,충청남도,2008,남성,준서,준서(4.89%),61
220,11,충청남도,2008,남성,성현,성현(4.41%),55
221,11,충청남도,2008,남성,준혁,준혁(4.41%),55
222,11,충청남도,2008,남성,지호,지호(4.41%),55
223,14,충청남도,2008,남성,시우,시우(4.33%),54
224,15,충청남도,2008,남성,민성,민성(4.25%),53
225,15,충청남도,2008,남성,서준,서준(4.25%),53
226,17,충청남도,2008,남성,예준,예준(4.09%),51
227,18,충청남도,2008,남성,은찬,은찬(4.01%),50
228,19,충청남도,2008,남성,태현,태현(3.93%),49
229,20,충청남도,2008,남성,승민,승민(3.85%),48
230,21,충청남도,2008,남성,기타,기타(87.97%),"9,118"
231,1,전라북도,2008,남성,민준,민준(7.14%),78
232,2,전라북도,2008,남성,지훈,지훈(7.04%),77
233,3,전라북도,2008,남성,현우,현우(6.77%),74
234,4,전라북도,2008,남성,건우,건우(6.22%),68
235,5,전라북도,2008,남성,현준,현준(5.95%),65
236,6,전라북도,2008,남성,승현,승현(5.58%),61
237,7,전라북도,2008,남성,동현,동현(5.22%),57
238,7,전라북도,2008,남성,우진,우진(5.22%),57
239,9,전라북도,2008,남성,승민,승민(5.03%),55
240,10,전라북도,2008,남성,도현,도현(4.85%),53
241,11,전라북도,2008,남성,예준,예준(4.57%),50
242,12,전라북도,2008,남성,성현,성현(4.48%),49
243,13,전라북도,2008,남성,민성,민성(4.39%),48
244,14,전라북도,2008,남성,은찬,은찬(4.30%),47
245,15,전라북도,2008,남성,지민,지민(4.21%),46
246,16,전라북도,2008,남성,진우,진우(3.93%),43
247,17,전라북도,2008,남성,서준,서준(3.84%),42
248,18,전라북도,2008,남성,민호,민호(3.75%),41
249,18,전라북도,2008,남성,준서,준서(3.75%),41
250,18,전라북도,2008,남성,한결,한결(3.75%),41
251,19,전라북도,2008,남성,기타,기타(87.17%),"7,428"
252,1,전라남도,2008,남성,민준,민준(7.62%),85
253,2,전라남도,2008,남성,현우,현우(6.54%),73
254,3,전라남도,2008,남성,예준,예준(6.09%),68
255,4,전라남도,2008,남성,준서,준서(6.00%),67
256,5,전라남도,2008,남성,준혁,준혁(5.73%),64
257,6,전라남도,2008,남성,민성,민성(5.56%),62
258,7,전라남도,2008,남성,건우,건우(5.02%),56
259,8,전라남도,2008,남성,승민,승민(4.84%),54
260,8,전라남도,2008,남성,한결,한결(4.84%),54
261,10,전라남도,2008,남성,시우,시우(4.75%),53
262,11,전라남도,2008,남성,민혁,민혁(4.48%),50
263,11,전라남도,2008,남성,우진,우진(4.48%),50
264,11,전라남도,2008,남성,현준,현준(4.48%),50
265,14,전라남도,2008,남성,은찬,은찬(4.39%),49
266,14,전라남도,2008,남성,준영,준영(4.39%),49
267,16,전라남도,2008,남성,민재,민재(4.30%),48
268,16,전라남도,2008,남성,승현,승현(4.30%),48
269,18,전라남도,2008,남성,지성,지성(4.12%),46
270,18,전라남도,2008,남성,지훈,지훈(4.12%),46
271,20,전라남도,2008,남성,정우,정우(3.94%),44
272,21,전라남도,2008,남성,기타,기타(87.40%),"7,738"
273,1,경상북도,2008,남성,민준,민준(8.06%),138
274,2,경상북도,2008,남성,지훈,지훈(6.89%),118
275,3,경상북도,2008,남성,동현,동현(6.42%),110
276,4,경상북도,2008,남성,현우,현우(6.25%),107
277,5,경상북도,2008,남성,도현,도현(5.20%),89
278,6,경상북도,2008,남성,승민,승민(5.08%),87
279,7,경상북도,2008,남성,준서,준서(4.96%),85
280,8,경상북도,2008,남성,현준,현준(4.85%),83
281,9,경상북도,2008,남성,건우,건우(4.79%),82
282,9,경상북도,2008,남성,민성,민성(4.79%),82
283,9,경상북도,2008,남성,예준,예준(4.79%),82
284,12,경상북도,2008,남성,민재,민재(4.73%),81
285,13,경상북도,2008,남성,우진,우진(4.67%),80
286,14,경상북도,2008,남성,승현,승현(4.55%),78
287,15,경상북도,2008,남성,준영,준영(4.26%),73
288,16,경상북도,2008,남성,민규,민규(4.14%),71
289,17,경상북도,2008,남성,준혁,준혁(4.09%),70
290,18,경상북도,2008,남성,민혁,민혁(3.91%),67
291,18,경상북도,2008,남성,성민,성민(3.91%),67
292,20,경상북도,2008,남성,도윤,도윤(3.68%),63
293,21,경상북도,2008,남성,기타,기타(86.80%),"11,269"
294,1,경상남도,2008,남성,민준,민준(9.45%),236
295,2,경상남도,2008,남성,준서,준서(6.93%),173
296,3,경상남도,2008,남성,지훈,지훈(6.61%),165
297,4,경상남도,2008,남성,우진,우진(6.04%),151
298,5,경상남도,2008,남성,동현,동현(5.32%),133
299,5,경상남도,2008,남성,현우,현우(5.32%),133
300,7,경상남도,2008,남성,민성,민성(5.20%),130
301,8,경상남도,2008,남성,민재,민재(5.04%),126
302,9,경상남도,2008,남성,현준,현준(5.00%),125
303,10,경상남도,2008,남성,준영,준영(4.92%),123
304,11,경상남도,2008,남성,준혁,준혁(4.68%),117
305,12,경상남도,2008,남성,건우,건우(4.52%),113
306,13,경상남도,2008,남성,승현,승현(4.44%),111
307,14,경상남도,2008,남성,도현,도현(4.00%),100
308,14,경상남도,2008,남성,성민,성민(4.00%),100
309,16,경상남도,2008,남성,예준,예준(3.96%),99
310,16,경상남도,2008,남성,지원,지원(3.96%),99
311,18,경상남도,2008,남성,승민,승민(3.80%),95
312,19,경상남도,2008,남성,민규,민규(3.44%),86
313,20,경상남도,2008,남성,지환,지환(3.32%),83
314,21,경상남도,2008,남성,기타,기타(85.10%),"14,272"
315,1,제주특별자치도,2008,남성,~99,~99(20.65%),121
316,2,제주특별자치도,2008,남성,지환,지환(7.17%),42
317,3,제주특별자치도,2008,남성,지훈,지훈(6.31%),37
318,4,제주특별자치도,2008,남성,준혁,준혁(6.14%),36
319,5,제주특별자치도,2008,남성,강민,강민(5.12%),30
320,5,제주특별자치도,2008,남성,지후,지후(5.12%),30
321,7,제주특별자치도,2008,남성,승현,승현(4.95%),29
322,8,제주특별자치도,2008,남성,민혁,민혁(4.78%),28
323,9,제주특별자치도,2008,남성,지혁,지혁(4.61%),27
324,10,제주특별자치도,2008,남성,현우,현우(3.92%),23
325,11,제주특별자치도,2008,남성,성현,성현(3.75%),22
326,12,제주특별자치도,2008,남성,준서,준서(3.41%),20
327,12,제주특별자치도,2008,남성,지원,지원(3.41%),20
328,14,제주특별자치도,2008,남성,민석,민석(3.24%),19
329,15,제주특별자치도,2008,남성,민건,민건(3.07%),18
330,15,제주특별자치도,2008,남성,민규,민규(3.07%),18
331,17,제주특별자치도,2008,남성,건우,건우(2.90%),17
332,17,제주특별자치도,2008,남성,지성,지성(2.90%),17
333,19,제주특별자치도,2008,남성,재혁,재혁(2.73%),16
334,19,제주특별자치도,2008,남성,재현,재현(2.73%),16
335,20,제주특별자치도,2008,남성,기타,기타(82.31%),"2,727"
