,순위,지역,년도,성별,이름,비율,건수
55,13,대구광역시,2022,남성,이안,이안(4.44%),30
56,15,대구광역시,2022,남성,우진,우진(4.15%),28
57,16,대구광역시,2022,남성,도현,도현(4.00%),27
58,16,대구광역시,2022,남성,민준,민준(4.00%),27
59,16,대구광역시,2022,남성,주원,주원(4.00%),27
60,19,대구광역시,2022,남성,로운,로운(3.85%),26
61,20,대구광역시,2022,남성,우주,우주(3.41%),23
62,21,대구광역시,2022,남성,기타,기타(75.75%),"2,108"
63,1,인천광역시,2022,남성,이준,이준(9.16%),86
64,2,인천광역시,2022,남성,시우,시우(7.03%),66
65,3,인천광역시,2022,남성,하준,하준(6.60%),62
66,4,인천광역시,2022,남성,서준,서준(6.18%),58
67,5,인천광역시,2022,남성,도윤,도윤(6.07%),57
68,6,인천광역시,2022,남성,은우,은우(5.86%),55
69,7,인천광역시,2022,남성,이안,이안(5.43%),51
70,8,인천광역시,2022,남성,지호,지호(5.11%),48
71,9,인천광역시,2022,남성,유준,유준(4.79%),45
72,10,인천광역시,2022,남성,수호,수호(4.69%),44
73,11,인천광역시,2022,남성,선우,선우(4.15%),39
74,11,인천광역시,2022,남성,윤우,윤우(4.15%),39
75,11,인천광역시,2022,남성,은호,은호(4.15%),39
76,14,인천광역시,2022,남성,로운,로운(3.94%),37
77,14,인천광역시,2022,남성,연우,연우(3.94%),37
78,14,인천광역시,2022,남성,우주,우주(3.94%),37
79,14,인천광역시,2022,남성,이현,이현(3.94%),37
80,18,인천광역시,2022,남성,도현,도현(3.73%),35
81,18,인천광역시,2022,남성,이든,이든(3.73%),35
82,20,인천광역시,2022,남성,서우,서우(3.41%),32
83,21,인천광역시,2022,남성,기타,기타(75.63%),"2,914"
84,1,광주광역시,2022,남성,이준,이준(10.55%),52
85,2,광주광역시,2022,남성,서준,서준(6.69%),33
86,2,광주광역시,2022,남성,은우,은우(6.69%),33
87,4,광주광역시,2022,남성,시우,시우(6.49%),32
88,5,광주광역시,2022,남성,선우,선우(5.68%),28
89,6,광주광역시,2022,남성,유준,유준(5.48%),27
90,6,광주광역시,2022,남성,지호,지호(5.48%),27
91,6,광주광역시,2022,남성,하준,하준(5.48%),27
92,9,광주광역시,2022,남성,로운,로운(5.07%),25
93,9,광주광역시,2022,남성,민준,민준(5.07%),25
94,9,광주광역시,2022,남성,예준,예준(5.07%),25
95,12,광주광역시,2022,남성,도윤,도윤(4.87%),24
96,13,광주광역시,2022,남성,주원,주원(3.85%),19
97,14,광주광역시,2022,남성,도현,도현(3.65%),18
98,14,광주광역시,2022,남성,은호,은호(3.65%),18
99,16,광주광역시,2022,남성,수호,수호(3.45%),17
100,16,광주광역시,2022,남성,준우,준우(3.45%),17
101,18,광주광역시,2022,남성,이안,이안(3.25%),16
102,19,광주광역시,2022,남성,연우,연우(3.04%),15
103,19,광주광역시,2022,남성,우주,우주(3.04%),15
104,20,광주광역시,2022,남성,기타,기타(75.37%),"1,509"
105,1,대전광역시,2022,남성,시우,시우(8.11%),39
106,2,대전광역시,2022,남성,이준,이준(6.86%),33
107,3,대전광역시,2022,남성,도윤,도윤(6.65%),32
108,4,대전광역시,2022,남성,서준,서준(6.03%),29
109,5,대전광역시,2022,남성,우주,우주(5.82%),28
110,6,대전광역시,2022,남성,시윤,시윤(5.61%),27
111,7,대전광역시,2022,남성,로운,로운(4.99%),24
112,7,대전광역시,2022,남성,유준,유준(4.99%),24
113,9,대전광역시,2022,남성,지호,지호(4.78%),23
114,9,대전광역시,2022,남성,하준,하준(4.78%),23
115,11,대전광역시,2022,남성,수호,수호(4.57%),22
116,11,대전광역시,2022,남성,예준,예준(4.57%),22
117,11,대전광역시,2022,남성,은우,은우(4.57%),22
118,11,대전광역시,2022,남성,준서,준서(4.57%),22
119,15,대전광역시,2022,남성,도현,도현(4.16%),20
120,15,대전광역시,2022,남성,이안,이안(4.16%),20
121,17,대전광역시,2022,남성,서진,서진(3.74%),18
122,17,대전광역시,2022,남성,우진,우진(3.74%),18
123,17,대전광역시,2022,남성,준우,준우(3.74%),18
124,20,대전광역시,2022,남성,이든,이든(3.53%),17
125,21,대전광역시,2022,남성,기타,기타(75.62%),"1,492"
126,1,울산광역시,2022,남성,이준,이준(10.33%),41
127,2,울산광역시,2022,남성,시우,시우(7.81%),31
128,3,울산광역시,2022,남성,유준,유준(6.80%),27
129,4,울산광역시,2022,남성,하준,하준(6.30%),25
130,5,울산광역시,2022,남성,서준,서준(6.05%),24
131,6,울산광역시,2022,남성,선우,선우(5.79%),23
132,7,울산광역시,2022,남성,도윤,도윤(5.54%),22
133,8,울산광역시,2022,남성,도현,도현(5.29%),21
134,8,울산광역시,2022,남성,은우,은우(5.29%),21
135,10,울산광역시,2022,남성,로운,로운(4.28%),17
136,10,울산광역시,2022,남성,지호,지호(4.28%),17
137,12,울산광역시,2022,남성,이안,이안(4.03%),16
138,13,울산광역시,2022,남성,윤우,윤우(3.78%),15
139,13,울산광역시,2022,남성,은호,은호(3.78%),15
140,13,울산광역시,2022,남성,지후,지후(3.78%),15
141,16,울산광역시,2022,남성,시윤,시윤(3.53%),14
142,16,울산광역시,2022,남성,준서,준서(3.53%),14
143,18,울산광역시,2022,남성,건우,건우(3.27%),13
144,18,울산광역시,2022,남성,수호,수호(3.27%),13
145,18,울산광역시,2022,남성,주원,주원(3.27%),13
146,19,울산광역시,2022,남성,기타,기타(73.07%),"1,077"
147,1,세종특별자치시,2022,남성,서준,서준(7.88%),16
148,2,세종특별자치시,2022,남성,도현,도현(7.39%),15
149,3,세종특별자치시,2022,남성,도윤,도윤(6.40%),13
150,3,세종특별자치시,2022,남성,하준,하준(6.40%),13
151,5,세종특별자치시,2022,남성,이현,이현(5.91%),12
152,6,세종특별자치시,2022,남성,선우,선우(5.42%),11
153,6,세종특별자치시,2022,남성,시우,시우(5.42%),11
154,6,세종특별자치시,2022,남성,연우,연우(5.42%),11
155,6,세종특별자치시,2022,남성,이준,이준(5.42%),11
156,10,세종특별자치시,2022,남성,은우,은우(4.93%),10
157,11,세종특별자치시,2022,남성,주원,주원(4.43%),9
158,12,세종특별자치시,2022,남성,로운,로운(3.94%),8
159,12,세종특별자치시,2022,남성,민준,민준(3.94%),8
160,12,세종특별자치시,2022,남성,서우,서우(3.94%),8
161,12,세종특별자치시,2022,남성,시윤,시윤(3.94%),8
162,12,세종특별자치시,2022,남성,우진,우진(3.94%),8
163,12,세종특별자치시,2022,남성,윤우,윤우(3.94%),8
164,12,세종특별자치시,2022,남성,윤재,윤재(3.94%),8
165,12,세종특별자치시,2022,남성,지호,지호(3.94%),8
166,20,세종특별자치시,2022,남성,예준,예준(3.45%),7
167,21,세종특별자치시,2022,남성,기타,기타(76.91%),676
168,1,경기도,2022,남성,이준,이준(8.95%),436
169,2,경기도,2022,남성,서준,서준(7.00%),341
170,3,경기도,2022,남성,하준,하준(6.63%),323
171,4,경기도,2022,남성,시우,시우(6.26%),305
172,5,경기도,2022,남성,은우,은우(6.20%),302
173,6,경기도,2022,남성,도윤,도윤(5.77%),281
174,7,경기도,2022,남성,지호,지호(5.52%),269
175,8,경기도,2022,남성,이안,이안(5.26%),256
176,9,경기도,2022,남성,수호,수호(5.05%),246
177,10,경기도,2022,남성,유준,유준(4.56%),222
178,11,경기도,2022,남성,우주,우주(4.31%),210
179,12,경기도,2022,남성,선우,선우(4.23%),206
180,13,경기도,2022,남성,예준,예준(4.17%),203
181,14,경기도,2022,남성,로운,로운(4.00%),195
182,14,경기도,2022,남성,이현,이현(4.00%),195
183,16,경기도,2022,남성,연우,연우(3.72%),181
184,17,경기도,2022,남성,시윤,시윤(3.70%),180
185,18,경기도,2022,남성,도현,도현(3.61%),176
186,19,경기도,2022,남성,우진,우진(3.53%),172
187,20,경기도,2022,남성,도하,도하(3.51%),171
188,21,경기도,2022,남성,기타,기타(75.94%),"15,370"
189,1,강원도,2022,남성,이준,이준(10.55%),48
190,2,강원도,2022,남성,지호,지호(6.81%),31
191,3,강원도,2022,남성,도윤,도윤(6.59%),30
192,4,강원도,2022,남성,하준,하준(6.37%),29
193,5,강원도,2022,남성,서준,서준(6.15%),28
194,5,강원도,2022,남성,은우,은우(6.15%),28
195,7,강원도,2022,남성,로운,로운(5.93%),27
196,8,강원도,2022,남성,시우,시우(5.05%),23
197,8,강원도,2022,남성,예준,예준(5.05%),23
198,10,강원도,2022,남성,수호,수호(4.62%),21
199,10,강원도,2022,남성,윤우,윤우(4.62%),21
200,12,강원도,2022,남성,선우,선우(3.96%),18
201,12,강원도,2022,남성,이안,이안(3.96%),18
202,12,강원도,2022,남성,준우,준우(3.96%),18
203,15,강원도,2022,남성,도하,도하(3.74%),17
204,15,강원도,2022,남성,이현,이현(3.74%),17
205,17,강원도,2022,남성,서진,서진(3.52%),16
206,18,강원도,2022,남성,유준,유준(3.30%),15
207,19,강원도,2022,남성,지훈,지훈(3.08%),14
208,20,강원도,2022,남성,시윤,시윤(2.86%),13
209,21,강원도,2022,남성,기타,기타(75.99%),"1,440"
210,1,충청북도,2022,남성,이준,이준(8.44%),40
211,2,충청북도,2022,남성,서준,서준(7.59%),36
212,3,충청북도,2022,남성,시우,시우(7.17%),34
213,4,충청북도,2022,남성,하준,하준(6.54%),31
214,5,충청북도,2022,남성,준우,준우(6.33%),30
215,6,충청북도,2022,남성,도윤,도윤(5.91%),28
216,7,충청북도,2022,남성,예준,예준(5.27%),25
217,8,충청북도,2022,남성,선우,선우(5.06%),24
218,9,충청북도,2022,남성,민준,민준(4.64%),22
219,10,충청북도,2022,남성,연우,연우(4.43%),21
220,10,충청북도,2022,남성,지호,지호(4.43%),21
221,12,충청북도,2022,남성,은우,은우(4.22%),20
222,13,충청북도,2022,남성,로운,로운(4.01%),19
223,13,충청북도,2022,남성,우주,우주(4.01%),19
224,13,충청북도,2022,남성,이안,이안(4.01%),19
225,16,충청북도,2022,남성,건우,건우(3.59%),17
226,16,충청북도,2022,남성,수호,수호(3.59%),17
227,16,충청북도,2022,남성,유준,유준(3.59%),17
228,16,충청북도,2022,남성,이현,이현(3.59%),17
229,16,충청북도,2022,남성,지후,지후(3.59%),17
230,17,충청북도,2022,남성,기타,기타(76.23%),"1,520"
231,1,충청남도,2022,남성,하준,하준(7.38%),48
232,2,충청남도,2022,남성,이준,이준(7.23%),47
233,3,충청남도,2022,남성,시우,시우(6.62%),43
234,4,충청남도,2022,남성,서준,서준(6.46%),42
235,5,충청남도,2022,남성,예준,예준(6.00%),39
236,6,충청남도,2022,남성,지호,지호(5.85%),38
237,7,충청남도,2022,남성,수호,수호(5.54%),36
238,8,충청남도,2022,남성,도윤,도윤(5.23%),34
239,8,충청남도,2022,남성,우진,우진(5.23%),34
240,10,충청남도,2022,남성,건우,건우(4.92%),32
241,11,충청남도,2022,남성,이현,이현(4.62%),30
242,12,충청남도,2022,남성,도현,도현(4.31%),28
243,12,충청남도,2022,남성,로운,로운(4.31%),28
244,12,충청남도,2022,남성,연우,연우(4.31%),28
245,15,충청남도,2022,남성,선우,선우(4.00%),26
246,15,충청남도,2022,남성,은우,은우(4.00%),26
247,17,충청남도,2022,남성,이안,이안(3.54%),23
248,17,충청남도,2022,남성,주원,주원(3.54%),23
249,17,충청남도,2022,남성,지안,지안(3.54%),23
250,20,충청남도,2022,남성,민준,민준(3.38%),22
251,21,충청남도,2022,남성,기타,기타(76.08%),"2,067"
252,1,전라북도,2022,남성,서준,서준(8.11%),33
253,2,전라북도,2022,남성,하준,하준(7.37%),30
254,3,전라북도,2022,남성,이준,이준(6.88%),28
255,4,전라북도,2022,남성,도윤,도윤(6.63%),27
256,5,전라북도,2022,남성,은우,은우(5.90%),24
257,6,전라북도,2022,남성,지호,지호(5.65%),23
258,7,전라북도,2022,남성,선우,선우(5.41%),22
259,7,전라북도,2022,남성,시우,시우(5.41%),22
260,7,전라북도,2022,남성,예준,예준(5.41%),22
261,10,전라북도,2022,남성,로운,로운(5.16%),21
262,10,전라북도,2022,남성,민준,민준(5.16%),21
263,12,전라북도,2022,남성,이안,이안(4.42%),18
264,13,전라북도,2022,남성,유준,유준(4.18%),17
265,14,전라북도,2022,남성,시윤,시윤(3.69%),15
266,14,전라북도,2022,남성,우주,우주(3.69%),15
267,14,전라북도,2022,남성,준서,준서(3.69%),15
268,17,전라북도,2022,남성,연우,연우(3.44%),14
269,17,전라북도,2022,남성,준우,준우(3.44%),14
270,19,전라북도,2022,남성,도하,도하(3.19%),13
271,19,전라북도,2022,남성,주원,주원(3.19%),13
272,20,전라북도,2022,남성,기타,기타(77.65%),"1,414"
273,1,전라남도,2022,남성,이준,이준(10.57%),56
274,2,전라남도,2022,남성,시우,시우(7.36%),39
275,3,전라남도,2022,남성,서준,서준(6.42%),34
276,3,전라남도,2022,남성,하준,하준(6.42%),34
277,5,전라남도,2022,남성,연우,연우(5.66%),30
278,6,전라남도,2022,남성,수호,수호(5.47%),29
279,6,전라남도,2022,남성,은우,은우(5.47%),29
280,8,전라남도,2022,남성,도윤,도윤(4.72%),25
281,8,전라남도,2022,남성,민준,민준(4.72%),25
282,8,전라남도,2022,남성,예준,예준(4.72%),25
283,11,전라남도,2022,남성,시윤,시윤(4.53%),24
284,11,전라남도,2022,남성,우주,우주(4.53%),24
285,13,전라남도,2022,남성,지후,지후(4.34%),23
286,14,전라남도,2022,남성,이든,이든(3.96%),21
287,15,전라남도,2022,남성,지호,지호(3.77%),20
288,16,전라남도,2022,남성,선우,선우(3.58%),19
289,16,전라남도,2022,남성,유준,유준(3.58%),19
290,18,전라남도,2022,남성,유찬,유찬(3.40%),18
291,18,전라남도,2022,남성,이안,이안(3.40%),18
292,18,전라남도,2022,남성,현우,현우(3.40%),18
293,19,전라남도,2022,남성,기타,기타(74.99%),"1,589"
294,1,경상북도,2022,남성,하준,하준(8.34%),64
295,2,경상북도,2022,남성,이준,이준(7.69%),59
296,3,경상북도,2022,남성,지호,지호(6.65%),51
297,4,경상북도,2022,남성,서준,서준(6.52%),50
298,4,경상북도,2022,남성,시우,시우(6.52%),50
299,6,경상북도,2022,남성,도윤,도윤(5.87%),45
300,6,경상북도,2022,남성,은우,은우(5.87%),45
301,8,경상북도,2022,남성,예준,예준(5.35%),41
302,8,경상북도,2022,남성,유준,유준(5.35%),41
303,10,경상북도,2022,남성,도현,도현(5.08%),39
304,11,경상북도,2022,남성,선우,선우(4.69%),36
305,12,경상북도,2022,남성,연우,연우(4.43%),34
306,13,경상북도,2022,남성,시윤,시윤(4.04%),31
307,13,경상북도,2022,남성,주원,주원(4.04%),31
308,15,경상북도,2022,남성,지후,지후(3.91%),30
309,16,경상북도,2022,남성,민준,민준(3.52%),27
310,17,경상북도,2022,남성,로운,로운(3.26%),25
311,18,경상북도,2022,남성,이안,이안(3.13%),24
312,19,경상북도,2022,남성,수호,수호(3.00%),23
313,20,경상북도,2022,남성,윤우,윤우(2.74%),21
314,21,경상북도,2022,남성,기타,기타(74.71%),"2,266"
315,1,경상남도,2022,남성,이준,이준(7.96%),71
316,2,경상남도,2022,남성,선우,선우(6.84%),61
317,2,경상남도,2022,남성,은우,은우(6.84%),61
318,4,경상남도,2022,남성,하준,하준(6.73%),60
319,5,경상남도,2022,남성,도윤,도윤(6.05%),54
320,6,경상남도,2022,남성,시우,시우(5.94%),53
321,7,경상남도,2022,남성,서준,서준(5.72%),51
322,7,경상남도,2022,남성,유준,유준(5.72%),51
323,9,경상남도,2022,남성,예준,예준(4.71%),42
324,10,경상남도,2022,남성,수호,수호(4.48%),40
325,10,경상남도,2022,남성,지호,지호(4.48%),40
326,12,경상남도,2022,남성,로운,로운(4.37%),39
327,13,경상남도,2022,남성,연우,연우(4.15%),37
328,13,경상남도,2022,남성,주원,주원(4.15%),37
329,15,경상남도,2022,남성,이현,이현(4.04%),36
330,16,경상남도,2022,남성,이안,이안(3.81%),34
331,17,경상남도,2022,남성,도현,도현(3.59%),32
332,17,경상남도,2022,남성,시윤,시윤(3.59%),32
333,19,경상남도,2022,남성,도하,도하(3.48%),31
334,20,경상남도,2022,남성,준서,준서(3.36%),30
335,21,경상남도,2022,남성,기타,기타(75.68%),"2,776"
336,1,제주특별자치도,2022,남성,이준,이준(10.17%),24
337,2,제주특별자치도,2022,남성,서준,서준(8.05%),19
338,3,제주특별자치도,2022,남성,은우,은우(7.20%),17
339,4,제주특별자치도,2022,남성,도현,도현(6.78%),16
340,5,제주특별자치도,2022,남성,선우,선우(5.51%),13
341,5,제주특별자치도,2022,남성,하준,하준(5.51%),13
342,7,제주특별자치도,2022,남성,시우,시우(5.08%),12
343,7,제주특별자치도,2022,남성,윤우,윤우(5.08%),12
344,7,제주특별자치도,2022,남성,지호,지호(5.08%),12
345,10,제주특별자치도,2022,남성,예준,예준(4.66%),11
346,10,제주특별자치도,2022,남성,이안,이안(4.66%),11
347,12,제주특별자치도,2022,남성,도윤,도윤(4.24%),10
348,12,제주특별자치도,2022,남성,시윤,시윤(4.24%),10
349,14,제주특별자치도,2022,남성,다온,다온(3.81%),9
350,14,제주특별자치도,2022,남성,서우,서우(3.81%),9
351,16,제주특별자치도,2022,남성,~99,~99(3.39%),8
352,16,제주특별자치도,2022,남성,은호,은호(3.39%),8
353,16,제주특별자치도,2022,남성,지우,지우(3.39%),8
354,19,제주특별자치도,2022,남성,유안,유안(2.97%),7
355,19,제주특별자치도,2022,남성,준환,준환(2.97%),7
356,20,제주특별자치도,2022,남성,기타,기타(75.94%),745
