순위,지역,년도,성별,이름,비율,건수
8,경기도,2021,남성,지우,지우(4.70%),124
9,경기도,2021,남성,지윤,지윤(4.62%),122
10,경기도,2021,남성,서영,서영(4.51%),119
11,경기도,2021,남성,서아,서아(4.40%),116
11,경기도,2021,남성,서진,서진(4.40%),116
13,경기도,2021,남성,도연,도연(4.32%),114
13,경기도,2021,남성,정원,정원(4.32%),114
13,경기도,2021,남성,채원,채원(4.32%),114
16,경기도,2021,남성,수현,수현(4.09%),108
17,경기도,2021,남성,지현,지현(3.87%),102
18,경기도,2021,남성,민정,민정(3.68%),97
19,경기도,2021,남성,지은,지은(3.60%),95
20,경기도,2021,남성,민주,민주(3.52%),93
21,경기도,2021,남성,기타,기타(89.56%),"22,639"
1,강원도,2021,남성,지안,지안(10.44%),55
2,강원도,2021,남성,지윤,지윤(7.78%),41
3,강원도,2021,남성,도연,도연(6.83%),36
3,강원도,2021,남성,서연,서연(6.83%),36
5,강원도,2021,남성,지우,지우(6.45%),34
6,강원도,2021,남성,유진,유진(5.12%),27
7,강원도,2021,남성,도윤,도윤(4.93%),26
8,강원도,2021,남성,지원,지원(4.55%),24
9,강원도,2021,남성,수연,수연(4.36%),23
9,강원도,2021,남성,수현,수현(4.36%),23
9,강원도,2021,남성,이서,이서(4.36%),23
12,강원도,2021,남성,서윤,서윤(4.17%),22
12,강원도,2021,남성,정원,정원(4.17%),22
14,강원도,2021,남성,서아,서아(3.80%),20
14,강원도,2021,남성,연우,연우(3.80%),20
14,강원도,2021,남성,채원,채원(3.80%),20
17,강원도,2021,남성,서영,서영(3.61%),19
17,강원도,2021,남성,유나,유나(3.61%),19
17,강원도,2021,남성,주연,주연(3.61%),19
20,강원도,2021,남성,지연,지연(3.42%),18
21,강원도,2021,남성,기타,기타(88.67%),"4,123"
1,충청북도,2021,남성,지안,지안(9.01%),53
2,충청북도,2021,남성,수연,수연(6.97%),41
3,충청북도,2021,남성,지원,지원(6.80%),40
4,충청북도,2021,남성,서연,서연(6.46%),38
5,충청북도,2021,남성,정원,정원(6.29%),37
6,충청북도,2021,남성,서현,서현(5.61%),33
7,충청북도,2021,남성,서윤,서윤(5.44%),32
8,충청북도,2021,남성,수현,수현(5.10%),30
8,충청북도,2021,남성,유진,유진(5.10%),30
10,충청북도,2021,남성,서아,서아(4.93%),29
11,충청북도,2021,남성,지연,지연(4.42%),26
11,충청북도,2021,남성,지윤,지윤(4.42%),26
13,충청북도,2021,남성,나연,나연(3.91%),23
13,충청북도,2021,남성,민서,민서(3.91%),23
15,충청북도,2021,남성,지우,지우(3.74%),22
16,충청북도,2021,남성,도윤,도윤(3.57%),21
16,충청북도,2021,남성,민주,민주(3.57%),21
16,충청북도,2021,남성,수빈,수빈(3.57%),21
16,충청북도,2021,남성,이서,이서(3.57%),21
16,충청북도,2021,남성,지은,지은(3.57%),21
17,충청북도,2021,남성,기타,기타(89.21%),"4,859"
1,충청남도,2021,남성,지안,지안(7.55%),53
2,충청남도,2021,남성,서연,서연(6.98%),49
3,충청남도,2021,남성,수연,수연(6.41%),45
4,충청남도,2021,남성,유진,유진(6.27%),44
5,충청남도,2021,남성,지원,지원(5.84%),41
6,충청남도,2021,남성,수현,수현(5.56%),39
7,충청남도,2021,남성,수진,수진(4.99%),35
8,충청남도,2021,남성,지우,지우(4.70%),33
9,충청남도,2021,남성,유나,유나(4.56%),32
10,충청남도,2021,남성,서윤,서윤(4.42%),31
10,충청남도,2021,남성,서진,서진(4.42%),31
10,충청남도,2021,남성,지영,지영(4.42%),31
10,충청남도,2021,남성,지윤,지윤(4.42%),31
14,충청남도,2021,남성,도연,도연(4.27%),30
14,충청남도,2021,남성,서아,서아(4.27%),30
14,충청남도,2021,남성,윤서,윤서(4.27%),30
14,충청남도,2021,남성,주원,주원(4.27%),30
18,충청남도,2021,남성,서우,서우(4.13%),29
18,충청남도,2021,남성,서하,서하(4.13%),29
18,충청남도,2021,남성,선우,선우(4.13%),29
19,충청남도,2021,남성,기타,기타(89.04%),"5,704"
1,전라북도,2021,남성,지안,지안(8.36%),48
2,전라북도,2021,남성,지윤,지윤(6.62%),38
3,전라북도,2021,남성,서연,서연(6.27%),36
4,전라북도,2021,남성,서윤,서윤(5.75%),33
5,전라북도,2021,남성,수현,수현(5.40%),31
6,전라북도,2021,남성,서진,서진(5.23%),30
6,전라북도,2021,남성,지원,지원(5.23%),30
8,전라북도,2021,남성,수연,수연(5.05%),29
8,전라북도,2021,남성,연우,연우(5.05%),29
8,전라북도,2021,남성,유진,유진(5.05%),29
11,전라북도,2021,남성,서현,서현(4.88%),28
12,전라북도,2021,남성,채원,채원(4.70%),27
13,전라북도,2021,남성,민경,민경(4.53%),26
13,전라북도,2021,남성,서영,서영(4.53%),26
15,전라북도,2021,남성,정원,정원(4.18%),24
16,전라북도,2021,남성,유나,유나(4.01%),23
17,전라북도,2021,남성,도윤,도윤(3.83%),22
17,전라북도,2021,남성,시현,시현(3.83%),22
17,전라북도,2021,남성,지우,지우(3.83%),22
20,전라북도,2021,남성,지은,지은(3.66%),21
21,전라북도,2021,남성,기타,기타(88.83%),"4,563"
1,전라남도,2021,남성,지안,지안(9.83%),68
2,전라남도,2021,남성,지원,지원(6.21%),43
3,전라남도,2021,남성,서연,서연(6.07%),42
3,전라남도,2021,남성,채원,채원(6.07%),42
5,전라남도,2021,남성,연우,연우(5.20%),36
5,전라남도,2021,남성,지윤,지윤(5.20%),36
7,전라남도,2021,남성,수연,수연(5.06%),35
7,전라남도,2021,남성,유진,유진(5.06%),35
9,전라남도,2021,남성,서아,서아(4.91%),34
10,전라남도,2021,남성,서윤,서윤(4.62%),32
10,전라남도,2021,남성,선우,선우(4.62%),32
12,전라남도,2021,남성,도연,도연(4.48%),31
12,전라남도,2021,남성,유나,유나(4.48%),31
14,전라남도,2021,남성,서현,서현(4.34%),30
15,전라남도,2021,남성,정원,정원(4.19%),29
16,전라남도,2021,남성,지유,지유(4.05%),28
17,전라남도,2021,남성,도현,도현(3.90%),27
17,전라남도,2021,남성,서진,서진(3.90%),27
17,전라남도,2021,남성,수아,수아(3.90%),27
17,전라남도,2021,남성,지우,지우(3.90%),27
18,전라남도,2021,남성,기타,기타(89.89%),"6,150"
1,경상북도,2021,남성,지안,지안(9.34%),93
2,경상북도,2021,남성,수연,수연(7.03%),70
3,경상북도,2021,남성,지원,지원(6.93%),69
4,경상북도,2021,남성,수현,수현(6.02%),60
5,경상북도,2021,남성,서연,서연(5.62%),56
6,경상북도,2021,남성,지윤,지윤(5.12%),51
7,경상북도,2021,남성,서윤,서윤(5.02%),50
7,경상북도,2021,남성,서현,서현(5.02%),50
9,경상북도,2021,남성,유진,유진(4.62%),46
10,경상북도,2021,남성,서아,서아(4.52%),45
10,경상북도,2021,남성,지우,지우(4.52%),45
12,경상북도,2021,남성,서진,서진(4.42%),44
13,경상북도,2021,남성,정원,정원(4.32%),43
14,경상북도,2021,남성,시현,시현(4.22%),42
15,경상북도,2021,남성,도연,도연(4.02%),40
15,경상북도,2021,남성,채원,채원(4.02%),40
17,경상북도,2021,남성,지민,지민(3.92%),39
18,경상북도,2021,남성,선우,선우(3.82%),38
18,경상북도,2021,남성,지현,지현(3.82%),38
20,경상북도,2021,남성,수빈,수빈(3.71%),37
21,경상북도,2021,남성,기타,기타(89.46%),"8,450"
1,경상남도,2021,남성,지안,지안(8.29%),91
2,경상남도,2021,남성,지원,지원(6.47%),71
3,경상남도,2021,남성,서연,서연(5.92%),65
4,경상남도,2021,남성,수연,수연(5.74%),63
5,경상남도,2021,남성,주원,주원(5.65%),62
6,경상남도,2021,남성,채원,채원(5.46%),60
7,경상남도,2021,남성,유진,유진(5.19%),57
8,경상남도,2021,남성,선우,선우(5.01%),55
8,경상남도,2021,남성,수현,수현(5.01%),55
8,경상남도,2021,남성,연우,연우(5.01%),55
11,경상남도,2021,남성,지우,지우(4.74%),52
12,경상남도,2021,남성,나윤,나윤(4.55%),50
12,경상남도,2021,남성,지윤,지윤(4.55%),50
14,경상남도,2021,남성,서영,서영(4.46%),49
15,경상남도,2021,남성,서윤,서윤(4.37%),48
16,경상남도,2021,남성,도경,도경(4.28%),47
17,경상남도,2021,남성,도현,도현(3.92%),43
18,경상남도,2021,남성,도연,도연(3.83%),42
18,경상남도,2021,남성,도윤,도윤(3.83%),42
20,경상남도,2021,남성,지현,지현(3.73%),41
21,경상남도,2021,남성,기타,기타(90.01%),"9,897"
1,제주특별자치도,2021,남성,지안,지안(8.41%),19
2,제주특별자치도,2021,남성,서연,서연(7.96%),18
3,제주특별자치도,2021,남성,지윤,지윤(6.19%),14
4,제주특별자치도,2021,남성,유진,유진(5.75%),13
4,제주특별자치도,2021,남성,지원,지원(5.75%),13
6,제주특별자치도,2021,남성,서아,서아(5.31%),12
7,제주특별자치도,2021,남성,민서,민서(4.87%),11
7,제주특별자치도,2021,남성,서현,서현(4.87%),11
7,제주특별자치도,2021,남성,윤희,윤희(4.87%),11
10,제주특별자치도,2021,남성,규리,규리(4.42%),10
10,제주특별자치도,2021,남성,민주,민주(4.42%),10
10,제주특별자치도,2021,남성,수현,수현(4.42%),10
10,제주특별자치도,2021,남성,유주,유주(4.42%),10
10,제주특별자치도,2021,남성,지우,지우(4.42%),10
15,제주특별자치도,2021,남성,서윤,서윤(3.98%),9
15,제주특별자치도,2021,남성,소윤,소윤(3.98%),9
15,제주특별자치도,2021,남성,수빈,수빈(3.98%),9
15,제주특별자치도,2021,남성,예준,예준(3.98%),9
15,제주특별자치도,2021,남성,우진,우진(3.98%),9
15,제주특별자치도,2021,남성,주원,주원(3.98%),9
16,제주특별자치도,2021,남성,기타,기타(89.20%),"1,867"
