,순위,지역,년도,성별,이름,비율,건수
41,21,부산광역시,2017,남성,기타,기타(86.15%),"18,925"
42,1,대구광역시,2017,남성,도윤,도윤(6.64%),142
43,2,대구광역시,2017,남성,하윤,하윤(6.45%),138
44,3,대구광역시,2017,남성,주원,주원(6.07%),130
45,3,대구광역시,2017,남성,지안,지안(6.07%),130
46,5,대구광역시,2017,남성,서윤,서윤(5.93%),127
47,6,대구광역시,2017,남성,시윤,시윤(5.84%),125
48,7,대구광역시,2017,남성,민준,민준(5.75%),123
49,8,대구광역시,2017,남성,지우,지우(5.47%),117
50,9,대구광역시,2017,남성,예준,예준(4.72%),101
51,10,대구광역시,2017,남성,서연,서연(4.63%),99
52,11,대구광역시,2017,남성,서준,서준(4.58%),98
53,12,대구광역시,2017,남성,지유,지유(4.53%),97
54,13,대구광역시,2017,남성,하준,하준(4.44%),95
55,14,대구광역시,2017,남성,시우,시우(4.30%),92
56,15,대구광역시,2017,남성,은우,은우(4.25%),91
57,15,대구광역시,2017,남성,하은,하은(4.25%),91
58,17,대구광역시,2017,남성,민서,민서(4.11%),88
59,18,대구광역시,2017,남성,시현,시현(4.07%),87
60,19,대구광역시,2017,남성,도현,도현(4.02%),86
61,20,대구광역시,2017,남성,지원,지원(3.88%),83
62,21,대구광역시,2017,남성,기타,기타(86.94%),"14,250"
63,1,인천광역시,2017,남성,하윤,하윤(6.95%),191
64,2,인천광역시,2017,남성,시우,시우(6.15%),169
65,3,인천광역시,2017,남성,하준,하준(6.07%),167
66,4,인천광역시,2017,남성,서준,서준(5.38%),148
67,5,인천광역시,2017,남성,도윤,도윤(5.35%),147
68,6,인천광역시,2017,남성,서윤,서윤(5.24%),144
69,7,인천광역시,2017,남성,지안,지안(5.09%),140
70,7,인천광역시,2017,남성,지우,지우(5.09%),140
71,9,인천광역시,2017,남성,서연,서연(4.95%),136
72,10,인천광역시,2017,남성,서우,서우(4.80%),132
73,11,인천광역시,2017,남성,서아,서아(4.65%),128
74,12,인천광역시,2017,남성,민준,민준(4.58%),126
75,12,인천광역시,2017,남성,은우,은우(4.58%),126
76,14,인천광역시,2017,남성,하린,하린(4.55%),125
77,15,인천광역시,2017,남성,하은,하은(4.51%),124
78,16,인천광역시,2017,남성,다온,다온(4.47%),123
79,16,인천광역시,2017,남성,지아,지아(4.47%),123
80,16,인천광역시,2017,남성,지호,지호(4.47%),123
81,19,인천광역시,2017,남성,지유,지유(4.36%),120
82,20,인천광역시,2017,남성,예준,예준(4.29%),118
83,21,인천광역시,2017,남성,기타,기타(86.78%),"18,054"
84,1,광주광역시,2017,남성,도윤,도윤(7.13%),100
85,2,광주광역시,2017,남성,하윤,하윤(5.92%),83
86,2,광주광역시,2017,남성,하준,하준(5.92%),83
87,4,광주광역시,2017,남성,지우,지우(5.84%),82
88,5,광주광역시,2017,남성,서윤,서윤(5.49%),77
89,6,광주광역시,2017,남성,지안,지안(5.42%),76
90,7,광주광역시,2017,남성,다온,다온(5.27%),74
91,7,광주광역시,2017,남성,민준,민준(5.27%),74
92,9,광주광역시,2017,남성,유준,유준(5.13%),72
93,10,광주광역시,2017,남성,서준,서준(5.06%),71
94,11,광주광역시,2017,남성,연우,연우(4.92%),69
95,12,광주광역시,2017,남성,예준,예준(4.70%),66
96,13,광주광역시,2017,남성,시우,시우(4.63%),65
97,13,광주광역시,2017,남성,준우,준우(4.63%),65
98,15,광주광역시,2017,남성,은우,은우(4.35%),61
99,15,광주광역시,2017,남성,지호,지호(4.35%),61
100,17,광주광역시,2017,남성,지유,지유(4.21%),59
101,18,광주광역시,2017,남성,시윤,시윤(4.06%),57
102,19,광주광역시,2017,남성,주원,주원(3.85%),54
103,19,광주광역시,2017,남성,하은,하은(3.85%),54
104,20,광주광역시,2017,남성,기타,기타(86.52%),"9,003"
105,1,대전광역시,2017,남성,하준,하준(7.02%),108
106,2,대전광역시,2017,남성,하윤,하윤(6.82%),105
107,3,대전광역시,2017,남성,도윤,도윤(6.24%),96
108,4,대전광역시,2017,남성,서준,서준(5.98%),92
109,5,대전광역시,2017,남성,서윤,서윤(5.72%),88
110,6,대전광역시,2017,남성,주원,주원(5.52%),85
111,7,대전광역시,2017,남성,시우,시우(5.46%),84
112,8,대전광역시,2017,남성,서연,서연(5.26%),81
113,9,대전광역시,2017,남성,지안,지안(5.13%),79
114,10,대전광역시,2017,남성,민준,민준(4.68%),72
115,10,대전광역시,2017,남성,지우,지우(4.68%),72
116,12,대전광역시,2017,남성,서진,서진(4.48%),69
117,13,대전광역시,2017,남성,지유,지유(4.35%),67
118,14,대전광역시,2017,남성,하은,하은(4.29%),66
119,15,대전광역시,2017,남성,연우,연우(4.22%),65
120,16,대전광역시,2017,남성,서아,서아(4.16%),64
121,17,대전광역시,2017,남성,수아,수아(4.03%),62
122,17,대전광역시,2017,남성,시윤,시윤(4.03%),62
123,17,대전광역시,2017,남성,은우,은우(4.03%),62
124,20,대전광역시,2017,남성,지호,지호(3.90%),60
125,21,대전광역시,2017,남성,기타,기타(86.08%),"9,519"
126,1,울산광역시,2017,남성,도윤,도윤(6.18%),79
127,1,울산광역시,2017,남성,서윤,서윤(6.18%),79
128,3,울산광역시,2017,남성,주원,주원(5.87%),75
129,4,울산광역시,2017,남성,지안,지안(5.71%),73
130,5,울산광역시,2017,남성,민준,민준(5.63%),72
131,6,울산광역시,2017,남성,하준,하준(5.48%),70
132,7,울산광역시,2017,남성,서준,서준(5.40%),69
133,7,울산광역시,2017,남성,예준,예준(5.40%),69
134,9,울산광역시,2017,남성,서우,서우(5.32%),68
135,10,울산광역시,2017,남성,하윤,하윤(4.93%),63
136,11,울산광역시,2017,남성,지우,지우(4.77%),61
137,12,울산광역시,2017,남성,도현,도현(4.69%),60
138,13,울산광역시,2017,남성,하린,하린(4.62%),59
139,14,울산광역시,2017,남성,시윤,시윤(4.54%),58
140,15,울산광역시,2017,남성,시우,시우(4.46%),57
141,15,울산광역시,2017,남성,지유,지유(4.46%),57
142,17,울산광역시,2017,남성,하은,하은(4.30%),55
143,18,울산광역시,2017,남성,지호,지호(4.07%),52
144,19,울산광역시,2017,남성,다은,다은(3.99%),51
145,19,울산광역시,2017,남성,예린,예린(3.99%),51
146,20,울산광역시,2017,남성,기타,기타(86.54%),"8,215"
147,1,세종특별자치시,2017,남성,도윤,도윤(6.44%),31
148,2,세종특별자치시,2017,남성,서윤,서윤(6.24%),30
149,2,세종특별자치시,2017,남성,지안,지안(6.24%),30
150,4,세종특별자치시,2017,남성,예준,예준(6.03%),29
151,5,세종특별자치시,2017,남성,하준,하준(5.82%),28
152,6,세종특별자치시,2017,남성,서연,서연(5.61%),27
153,7,세종특별자치시,2017,남성,하은,하은(5.41%),26
154,8,세종특별자치시,2017,남성,채원,채원(5.20%),25
155,9,세종특별자치시,2017,남성,다은,다은(4.99%),24
156,9,세종특별자치시,2017,남성,주원,주원(4.99%),24
157,11,세종특별자치시,2017,남성,은우,은우(4.78%),23
158,12,세종특별자치시,2017,남성,서우,서우(4.57%),22
159,12,세종특별자치시,2017,남성,지우,지우(4.57%),22
160,14,세종특별자치시,2017,남성,서진,서진(4.37%),21
161,14,세종특별자치시,2017,남성,선우,선우(4.37%),21
162,14,세종특별자치시,2017,남성,시윤,시윤(4.37%),21
163,17,세종특별자치시,2017,남성,하윤,하윤(4.16%),20
164,18,세종특별자치시,2017,남성,도현,도현(3.95%),19
165,18,세종특별자치시,2017,남성,서현,서현(3.95%),19
166,18,세종특별자치시,2017,남성,지호,지호(3.95%),19
167,19,세종특별자치시,2017,남성,기타,기타(86.07%),"2,973"
168,1,경기도,2017,남성,하윤,하윤(6.21%),757
169,2,경기도,2017,남성,하준,하준(6.19%),755
170,3,경기도,2017,남성,도윤,도윤(5.99%),730
171,4,경기도,2017,남성,시우,시우(5.87%),716
172,5,경기도,2017,남성,지우,지우(5.83%),711
173,6,경기도,2017,남성,서윤,서윤(5.55%),677
174,7,경기도,2017,남성,지안,지안(5.43%),662
175,8,경기도,2017,남성,지호,지호(4.93%),601
176,9,경기도,2017,남성,서우,서우(4.88%),595
177,10,경기도,2017,남성,서준,서준(4.87%),594
178,11,경기도,2017,남성,지유,지유(4.56%),556
179,12,경기도,2017,남성,수아,수아(4.48%),546
180,12,경기도,2017,남성,연우,연우(4.48%),546
181,14,경기도,2017,남성,민준,민준(4.44%),542
182,15,경기도,2017,남성,서아,서아(4.43%),540
183,16,경기도,2017,남성,하린,하린(4.42%),539
184,17,경기도,2017,남성,주원,주원(4.40%),536
185,18,경기도,2017,남성,서진,서진(4.36%),532
186,19,경기도,2017,남성,은우,은우(4.35%),531
187,20,경기도,2017,남성,하은,하은(4.34%),529
188,21,경기도,2017,남성,기타,기타(87.14%),"82,617"
189,1,강원도,2017,남성,하윤,하윤(7.03%),77
190,2,강원도,2017,남성,지우,지우(6.76%),74
191,3,강원도,2017,남성,서준,서준(6.58%),72
192,4,강원도,2017,남성,시우,시우(6.12%),67
193,5,강원도,2017,남성,도윤,도윤(5.30%),58
194,6,강원도,2017,남성,서윤,서윤(5.21%),57
195,7,강원도,2017,남성,하은,하은(5.11%),56
196,8,강원도,2017,남성,지유,지유(5.02%),55
197,9,강원도,2017,남성,서우,서우(4.75%),52
198,9,강원도,2017,남성,시아,시아(4.75%),52
199,9,강원도,2017,남성,지아,지아(4.75%),52
200,9,강원도,2017,남성,지안,지안(4.75%),52
201,13,강원도,2017,남성,소율,소율(4.47%),49
202,13,강원도,2017,남성,하준,하준(4.47%),49
203,15,강원도,2017,남성,서현,서현(4.38%),48
204,16,강원도,2017,남성,서아,서아(4.29%),47
205,17,강원도,2017,남성,윤서,윤서(4.11%),45
206,17,강원도,2017,남성,지후,지후(4.11%),45
207,19,강원도,2017,남성,다온,다온(4.02%),44
208,19,강원도,2017,남성,서연,서연(4.02%),44
209,20,강원도,2017,남성,기타,기타(87.96%),"8,001"
210,1,충청북도,2017,남성,서윤,서윤(7.12%),111
211,1,충청북도,2017,남성,시우,시우(7.12%),111
212,3,충청북도,2017,남성,하윤,하윤(6.41%),100
213,4,충청북도,2017,남성,민준,민준(5.84%),91
214,5,충청북도,2017,남성,서준,서준(5.71%),89
215,6,충청북도,2017,남성,도윤,도윤(5.58%),87
216,6,충청북도,2017,남성,하준,하준(5.58%),87
217,8,충청북도,2017,남성,서우,서우(5.00%),78
218,9,충청북도,2017,남성,서연,서연(4.75%),74
219,10,충청북도,2017,남성,예준,예준(4.62%),72
220,10,충청북도,2017,남성,지안,지안(4.62%),72
221,10,충청북도,2017,남성,지우,지우(4.62%),72
222,13,충청북도,2017,남성,민서,민서(4.43%),69
223,14,충청북도,2017,남성,유준,유준(4.30%),67
224,14,충청북도,2017,남성,지유,지유(4.30%),67
225,16,충청북도,2017,남성,소율,소율(4.23%),66
226,17,충청북도,2017,남성,주원,주원(4.17%),65
227,18,충청북도,2017,남성,서아,서아(3.98%),62
228,19,충청북도,2017,남성,서진,서진(3.85%),60
229,20,충청북도,2017,남성,수아,수아(3.78%),59
230,21,충청북도,2017,남성,기타,기타(86.38%),"9,884"
231,1,충청남도,2017,남성,하준,하준(6.92%),142
232,2,충청남도,2017,남성,도윤,도윤(6.24%),128
233,2,충청남도,2017,남성,지우,지우(6.24%),128
234,4,충청남도,2017,남성,서준,서준(6.04%),124
235,5,충청남도,2017,남성,지안,지안(5.85%),120
236,6,충청남도,2017,남성,서윤,서윤(5.60%),115
237,7,충청남도,2017,남성,민준,민준(5.26%),108
238,8,충청남도,2017,남성,주원,주원(4.92%),101
239,9,충청남도,2017,남성,시우,시우(4.82%),99
240,9,충청남도,2017,남성,하윤,하윤(4.82%),99
241,11,충청남도,2017,남성,서연,서연(4.78%),98
242,12,충청남도,2017,남성,지호,지호(4.53%),93
243,13,충청남도,2017,남성,지아,지아(4.48%),92
244,14,충청남도,2017,남성,예준,예준(4.43%),91
245,15,충청남도,2017,남성,서우,서우(4.39%),90
246,16,충청남도,2017,남성,수아,수아(4.34%),89
247,17,충청남도,2017,남성,서진,서진(4.14%),85
248,17,충청남도,2017,남성,하린,하린(4.14%),85
249,19,충청남도,2017,남성,지유,지유(4.04%),83
250,20,충청남도,2017,남성,민서,민서(4.00%),82
251,21,충청남도,2017,남성,기타,기타(86.93%),"13,653"
252,1,전라북도,2017,남성,도윤,도윤(6.95%),98
253,2,전라북도,2017,남성,하준,하준(6.17%),87
254,3,전라북도,2017,남성,서연,서연(5.53%),78
255,3,전라북도,2017,남성,지안,지안(5.53%),78
256,5,전라북도,2017,남성,서준,서준(5.46%),77
257,5,전라북도,2017,남성,하윤,하윤(5.46%),77
258,7,전라북도,2017,남성,시우,시우(5.25%),74
259,7,전라북도,2017,남성,지우,지우(5.25%),74
260,9,전라북도,2017,남성,서윤,서윤(5.11%),72
261,9,전라북도,2017,남성,예준,예준(5.11%),72
262,11,전라북도,2017,남성,하은,하은(4.82%),68
263,12,전라북도,2017,남성,지율,지율(4.61%),65
264,13,전라북도,2017,남성,다온,다온(4.54%),64
265,13,전라북도,2017,남성,은우,은우(4.54%),64
266,13,전라북도,2017,남성,하린,하린(4.54%),64
267,16,전라북도,2017,남성,수아,수아(4.47%),63
268,16,전라북도,2017,남성,주원,주원(4.47%),63
269,18,전라북도,2017,남성,민준,민준(4.11%),58
270,19,전라북도,2017,남성,지호,지호(4.04%),57
271,19,전라북도,2017,남성,하율,하율(4.04%),57
272,20,전라북도,2017,남성,기타,기타(87.75%),"10,101"
273,1,전라남도,2017,남성,서준,서준(6.70%),107
274,2,전라남도,2017,남성,하윤,하윤(6.45%),103
275,3,전라남도,2017,남성,하준,하준(6.33%),101
276,4,전라남도,2017,남성,도윤,도윤(5.89%),94
277,5,전라남도,2017,남성,하은,하은(5.33%),85
278,6,전라남도,2017,남성,민준,민준(5.20%),83
279,6,전라남도,2017,남성,하린,하린(5.20%),83
280,8,전라남도,2017,남성,서윤,서윤(5.14%),82
281,9,전라남도,2017,남성,시우,시우(5.01%),80
282,9,전라남도,2017,남성,지안,지안(5.01%),80
283,11,전라남도,2017,남성,다온,다온(4.95%),79
284,12,전라남도,2017,남성,예준,예준(4.64%),74
285,13,전라남도,2017,남성,준우,준우(4.51%),72
286,14,전라남도,2017,남성,연우,연우(4.45%),71
287,14,전라남도,2017,남성,주원,주원(4.45%),71
288,16,전라남도,2017,남성,은우,은우(4.26%),68
289,16,전라남도,2017,남성,지우,지우(4.26%),68
290,16,전라남도,2017,남성,지유,지유(4.26%),68
291,19,전라남도,2017,남성,하율,하율(4.01%),64
292,20,전라남도,2017,남성,시윤,시윤(3.95%),63
293,21,전라남도,2017,남성,기타,기타(87.04%),"10,719"
294,1,경상북도,2017,남성,하윤,하윤(6.36%),149
295,2,경상북도,2017,남성,도윤,도윤(6.23%),146
296,3,경상북도,2017,남성,민준,민준(5.85%),137
297,4,경상북도,2017,남성,지우,지우(5.80%),136
298,5,경상북도,2017,남성,예준,예준(5.59%),131
299,6,경상북도,2017,남성,하준,하준(5.46%),128
300,7,경상북도,2017,남성,서윤,서윤(5.25%),123
301,8,경상북도,2017,남성,서준,서준(5.21%),122
302,9,경상북도,2017,남성,연우,연우(5.16%),121
303,10,경상북도,2017,남성,주원,주원(4.91%),115
304,11,경상북도,2017,남성,시우,시우(4.69%),110
305,11,경상북도,2017,남성,지안,지안(4.69%),110
306,13,경상북도,2017,남성,서연,서연(4.65%),109
307,14,경상북도,2017,남성,다온,다온(4.48%),105
308,15,경상북도,2017,남성,유준,유준(4.44%),104
309,15,경상북도,2017,남성,하은,하은(4.44%),104
310,17,경상북도,2017,남성,지유,지유(4.27%),100
311,18,경상북도,2017,남성,지아,지아(4.18%),98
312,18,경상북도,2017,남성,지호,지호(4.18%),98
313,20,경상북도,2017,남성,시윤,시윤(4.14%),97
314,21,경상북도,2017,남성,기타,기타(86.98%),"15,658"
315,1,경상남도,2017,남성,하윤,하윤(6.30%),195
316,2,경상남도,2017,남성,시윤,시윤(5.81%),180
317,3,경상남도,2017,남성,유준,유준(5.72%),177
318,4,경상남도,2017,남성,지우,지우(5.49%),170
319,5,경상남도,2017,남성,도윤,도윤(5.36%),166
320,6,경상남도,2017,남성,서윤,서윤(5.23%),162
321,7,경상남도,2017,남성,지안,지안(5.20%),161
322,8,경상남도,2017,남성,주원,주원(5.17%),160
323,9,경상남도,2017,남성,연우,연우(5.13%),159
324,9,경상남도,2017,남성,하린,하린(5.13%),159
325,11,경상남도,2017,남성,하준,하준(5.00%),155
326,12,경상남도,2017,남성,서준,서준(4.84%),150
327,13,경상남도,2017,남성,예준,예준(4.75%),147
328,14,경상남도,2017,남성,하은,하은(4.59%),142
329,15,경상남도,2017,남성,시우,시우(4.55%),141
330,16,경상남도,2017,남성,다온,다온(4.49%),139
331,17,경상남도,2017,남성,민준,민준(4.46%),138
332,18,경상남도,2017,남성,서진,서진(4.42%),137
333,19,경상남도,2017,남성,서우,서우(4.26%),132
334,20,경상남도,2017,남성,지유,지유(4.10%),127
335,21,경상남도,2017,남성,기타,기타(87.10%),"20,915"
336,1,제주특별자치도,2017,남성,~99,~99(10.84%),89
337,2,제주특별자치도,2017,남성,유준,유준(8.28%),68
338,3,제주특별자치도,2017,남성,서아,서아(6.70%),55
339,4,제주특별자치도,2017,남성,지안,지안(5.60%),46
340,5,제주특별자치도,2017,남성,하준,하준(5.36%),44
341,6,제주특별자치도,2017,남성,준우,준우(5.24%),43
342,6,제주특별자치도,2017,남성,하은,하은(5.24%),43
343,8,제주특별자치도,2017,남성,주원,주원(5.12%),42
344,9,제주특별자치도,2017,남성,시우,시우(4.51%),37
345,10,제주특별자치도,2017,남성,예준,예준(4.38%),36
346,11,제주특별자치도,2017,남성,서우,서우(4.26%),35
347,11,제주특별자치도,2017,남성,지우,지우(4.26%),35
348,11,제주특별자치도,2017,남성,하윤,하윤(4.26%),35
349,14,제주특별자치도,2017,남성,서연,서연(4.14%),34
350,15,제주특별자치도,2017,남성,도윤,도윤(4.02%),33
351,15,제주특별자치도,2017,남성,서준,서준(4.02%),33
352,17,제주특별자치도,2017,남성,다은,다은(3.53%),29
353,17,제주특별자치도,2017,남성,민준,민준(3.53%),29
354,19,제주특별자치도,2017,남성,하율,하율(3.41%),28
355,20,제주특별자치도,2017,남성,유주,유주(3.29%),27
356,21,제주특별자치도,2017,남성,기타,기타(83.96%),"4,299"
