순위,지역,년도,성별,이름,비율,건수
16,인천광역시,2019,남성,승현,승현(3.58%),10
16,인천광역시,2019,남성,연우,연우(3.58%),10
19,인천광역시,2019,남성,수호,수호(3.23%),9
19,인천광역시,2019,남성,하준,하준(3.23%),9
20,인천광역시,2019,남성,기타,기타(85.84%),"1,691"
1,광주광역시,2019,남성,민준,민준(7.87%),14
1,광주광역시,2019,남성,지훈,지훈(7.87%),14
3,광주광역시,2019,남성,서준,서준(6.18%),11
3,광주광역시,2019,남성,지호,지호(6.18%),11
5,광주광역시,2019,남성,주원,주원(5.62%),10
6,광주광역시,2019,남성,건우,건우(5.06%),9
6,광주광역시,2019,남성,도윤,도윤(5.06%),9
6,광주광역시,2019,남성,민재,민재(5.06%),9
6,광주광역시,2019,남성,승우,승우(5.06%),9
6,광주광역시,2019,남성,준우,준우(5.06%),9
11,광주광역시,2019,남성,도경,도경(4.49%),8
11,광주광역시,2019,남성,우진,우진(4.49%),8
11,광주광역시,2019,남성,재민,재민(4.49%),8
11,광주광역시,2019,남성,지환,지환(4.49%),8
15,광주광역시,2019,남성,민성,민성(3.93%),7
15,광주광역시,2019,남성,윤호,윤호(3.93%),7
15,광주광역시,2019,남성,이준,이준(3.93%),7
15,광주광역시,2019,남성,정우,정우(3.93%),7
15,광주광역시,2019,남성,호진,호진(3.93%),7
20,광주광역시,2019,남성,태준,태준(3.37%),6
21,광주광역시,2019,남성,기타,기타(85.74%),"1,070"
1,대전광역시,2019,남성,정우,정우(7.27%),12
1,대전광역시,2019,남성,현우,현우(7.27%),12
3,대전광역시,2019,남성,민준,민준(6.67%),11
3,대전광역시,2019,남성,우진,우진(6.67%),11
5,대전광역시,2019,남성,서준,서준(6.06%),10
6,대전광역시,2019,남성,도윤,도윤(5.45%),9
6,대전광역시,2019,남성,주원,주원(5.45%),9
8,대전광역시,2019,남성,건우,건우(4.85%),8
8,대전광역시,2019,남성,재훈,재훈(4.85%),8
8,대전광역시,2019,남성,지훈,지훈(4.85%),8
8,대전광역시,2019,남성,현준,현준(4.85%),8
12,대전광역시,2019,남성,도현,도현(4.24%),7
12,대전광역시,2019,남성,민성,민성(4.24%),7
12,대전광역시,2019,남성,승현,승현(4.24%),7
12,대전광역시,2019,남성,시우,시우(4.24%),7
12,대전광역시,2019,남성,준우,준우(4.24%),7
17,대전광역시,2019,남성,성우,성우(3.64%),6
17,대전광역시,2019,남성,수현,수현(3.64%),6
17,대전광역시,2019,남성,시윤,시윤(3.64%),6
17,대전광역시,2019,남성,재윤,재윤(3.64%),6
18,대전광역시,2019,남성,기타,기타(86.20%),"1,031"
1,울산광역시,2019,남성,건우,건우(9.20%),15
2,울산광역시,2019,남성,민준,민준(7.98%),13
3,울산광역시,2019,남성,선우,선우(6.13%),10
3,울산광역시,2019,남성,주원,주원(6.13%),10
3,울산광역시,2019,남성,지훈,지훈(6.13%),10
6,울산광역시,2019,남성,도현,도현(5.52%),9
6,울산광역시,2019,남성,우진,우진(5.52%),9
6,울산광역시,2019,남성,현우,현우(5.52%),9
9,울산광역시,2019,남성,서준,서준(4.91%),8
9,울산광역시,2019,남성,태건,태건(4.91%),8
11,울산광역시,2019,남성,도훈,도훈(4.29%),7
11,울산광역시,2019,남성,승현,승현(4.29%),7
13,울산광역시,2019,남성,근호,근호(3.68%),6
13,울산광역시,2019,남성,도영,도영(3.68%),6
13,울산광역시,2019,남성,도윤,도윤(3.68%),6
13,울산광역시,2019,남성,재훈,재훈(3.68%),6
13,울산광역시,2019,남성,정민,정민(3.68%),6
13,울산광역시,2019,남성,지환,지환(3.68%),6
13,울산광역시,2019,남성,하준,하준(3.68%),6
13,울산광역시,2019,남성,현수,현수(3.68%),6
14,울산광역시,2019,남성,기타,기타(84.10%),862
1,세종특별자치시,2019,남성,민규,민규(7.84%),4
1,세종특별자치시,2019,남성,시우,시우(7.84%),4
3,세종특별자치시,2019,남성,도하,도하(5.88%),3
3,세종특별자치시,2019,남성,민준,민준(5.88%),3
3,세종특별자치시,2019,남성,서준,서준(5.88%),3
3,세종특별자치시,2019,남성,서진,서진(5.88%),3
3,세종특별자치시,2019,남성,선우,선우(5.88%),3
3,세종특별자치시,2019,남성,이현,이현(5.88%),3
3,세종특별자치시,2019,남성,지훈,지훈(5.88%),3
10,세종특별자치시,2019,남성,동연,동연(3.92%),2
10,세종특별자치시,2019,남성,병준,병준(3.92%),2
10,세종특별자치시,2019,남성,승현,승현(3.92%),2
10,세종특별자치시,2019,남성,시윤,시윤(3.92%),2
10,세종특별자치시,2019,남성,영광,영광(3.92%),2
10,세종특별자치시,2019,남성,우현,우현(3.92%),2
10,세종특별자치시,2019,남성,재윤,재윤(3.92%),2
10,세종특별자치시,2019,남성,정환,정환(3.92%),2
10,세종특별자치시,2019,남성,종민,종민(3.92%),2
10,세종특별자치시,2019,남성,준우,준우(3.92%),2
10,세종특별자치시,2019,남성,현섭,현섭(3.92%),2
11,세종특별자치시,2019,남성,기타,기타(79.52%),198
1,경기도,2019,남성,민준,민준(8.52%),99
2,경기도,2019,남성,서준,서준(6.80%),79
3,경기도,2019,남성,지훈,지훈(6.45%),75
4,경기도,2019,남성,현우,현우(6.37%),74
5,경기도,2019,남성,주원,주원(5.59%),65
6,경기도,2019,남성,도윤,도윤(5.42%),63
6,경기도,2019,남성,정우,정우(5.42%),63
8,경기도,2019,남성,건우,건우(5.34%),62
9,경기도,2019,남성,선우,선우(5.25%),61
10,경기도,2019,남성,도현,도현(5.16%),60
11,경기도,2019,남성,우진,우진(4.91%),57
12,경기도,2019,남성,진우,진우(4.39%),51
13,경기도,2019,남성,지호,지호(4.04%),47
14,경기도,2019,남성,준우,준우(3.96%),46
14,경기도,2019,남성,하준,하준(3.96%),46
16,경기도,2019,남성,승민,승민(3.87%),45
17,경기도,2019,남성,민재,민재(3.79%),44
18,경기도,2019,남성,시우,시우(3.70%),43
19,경기도,2019,남성,현준,현준(3.61%),42
20,경기도,2019,남성,준호,준호(3.44%),40
21,경기도,2019,남성,기타,기타(86.46%),"7,420"
1,강원도,2019,남성,지훈,지훈(7.66%),16
2,강원도,2019,남성,민준,민준(7.18%),15
2,강원도,2019,남성,선우,선우(7.18%),15
4,강원도,2019,남성,민재,민재(6.70%),14
5,강원도,2019,남성,건우,건우(5.74%),12
5,강원도,2019,남성,서준,서준(5.74%),12
7,강원도,2019,남성,주원,주원(5.26%),11
7,강원도,2019,남성,현우,현우(5.26%),11
9,강원도,2019,남성,도윤,도윤(4.78%),10
9,강원도,2019,남성,우진,우진(4.78%),10
11,강원도,2019,남성,도경,도경(4.31%),9
11,강원도,2019,남성,도현,도현(4.31%),9
11,강원도,2019,남성,민성,민성(4.31%),9
11,강원도,2019,남성,서진,서진(4.31%),9
11,강원도,2019,남성,정우,정우(4.31%),9
16,강원도,2019,남성,승우,승우(3.83%),8
16,강원도,2019,남성,준우,준우(3.83%),8
16,강원도,2019,남성,태훈,태훈(3.83%),8
19,강원도,2019,남성,재현,재현(3.35%),7
19,강원도,2019,남성,태영,태영(3.35%),7
20,강원도,2019,남성,기타,기타(85.73%),"1,256"
1,충청북도,2019,남성,지훈,지훈(8.46%),22
2,충청북도,2019,남성,민준,민준(6.92%),18
2,충청북도,2019,남성,승현,승현(6.92%),18
4,충청북도,2019,남성,도현,도현(6.54%),17
4,충청북도,2019,남성,서준,서준(6.54%),17
6,충청북도,2019,남성,정우,정우(5.38%),14
6,충청북도,2019,남성,현우,현우(5.38%),14
8,충청북도,2019,남성,도경,도경(4.62%),12
8,충청북도,2019,남성,준혁,준혁(4.62%),12
10,충청북도,2019,남성,건우,건우(4.23%),11
10,충청북도,2019,남성,도윤,도윤(4.23%),11
10,충청북도,2019,남성,선우,선우(4.23%),11
10,충청북도,2019,남성,성현,성현(4.23%),11
10,충청북도,2019,남성,재현,재현(4.23%),11
10,충청북도,2019,남성,준우,준우(4.23%),11
16,충청북도,2019,남성,민성,민성(3.85%),10
16,충청북도,2019,남성,승민,승민(3.85%),10
16,충청북도,2019,남성,승우,승우(3.85%),10
16,충청북도,2019,남성,지환,지환(3.85%),10
16,충청북도,2019,남성,현준,현준(3.85%),10
17,충청북도,2019,남성,기타,기타(85.51%),"1,534"
1,충청남도,2019,남성,민준,민준(8.31%),26
2,충청남도,2019,남성,우진,우진(7.35%),23
3,충청남도,2019,남성,서준,서준(6.71%),21
3,충청남도,2019,남성,현우,현우(6.71%),21
5,충청남도,2019,남성,도현,도현(6.07%),19
6,충청남도,2019,남성,정우,정우(5.43%),17
7,충청남도,2019,남성,도윤,도윤(5.11%),16
7,충청남도,2019,남성,지훈,지훈(5.11%),16
9,충청남도,2019,남성,승민,승민(4.79%),15
9,충청남도,2019,남성,주원,주원(4.79%),15
9,충청남도,2019,남성,준우,준우(4.79%),15
12,충청남도,2019,남성,시우,시우(4.47%),14
13,충청남도,2019,남성,민성,민성(4.15%),13
13,충청남도,2019,남성,선우,선우(4.15%),13
15,충청남도,2019,남성,민재,민재(3.83%),12
15,충청남도,2019,남성,승현,승현(3.83%),12
15,충청남도,2019,남성,정민,정민(3.83%),12
18,충청남도,2019,남성,성민,성민(3.51%),11
18,충청남도,2019,남성,하준,하준(3.51%),11
18,충청남도,2019,남성,현수,현수(3.51%),11
19,충청남도,2019,남성,기타,기타(85.53%),"1,850"
1,전라북도,2019,남성,민준,민준(8.12%),19
2,전라북도,2019,남성,도윤,도윤(7.69%),18
3,전라북도,2019,남성,정우,정우(6.84%),16
4,전라북도,2019,남성,건우,건우(6.41%),15
5,전라북도,2019,남성,도현,도현(5.98%),14
5,전라북도,2019,남성,현우,현우(5.98%),14
7,전라북도,2019,남성,서준,서준(5.13%),12
7,전라북도,2019,남성,승민,승민(5.13%),12
9,전라북도,2019,남성,선우,선우(4.70%),11
9,전라북도,2019,남성,지훈,지훈(4.70%),11
9,전라북도,2019,남성,진우,진우(4.70%),11
12,전라북도,2019,남성,현준,현준(4.27%),10
13,전라북도,2019,남성,민재,민재(3.85%),9
13,전라북도,2019,남성,수호,수호(3.85%),9
13,전라북도,2019,남성,재현,재현(3.85%),9
13,전라북도,2019,남성,주원,주원(3.85%),9
13,전라북도,2019,남성,준우,준우(3.85%),9
13,전라북도,2019,남성,지환,지환(3.85%),9
13,전라북도,2019,남성,현수,현수(3.85%),9
20,전라북도,2019,남성,우진,우진(3.42%),8
21,전라북도,2019,남성,기타,기타(86.02%),"1,440"
1,전라남도,2019,남성,건우,건우(8.59%),22
2,전라남도,2019,남성,민준,민준(7.81%),20
3,전라남도,2019,남성,도윤,도윤(7.03%),18
4,전라남도,2019,남성,서준,서준(5.86%),15
4,전라남도,2019,남성,우진,우진(5.86%),15
6,전라남도,2019,남성,주원,주원(5.47%),14
7,전라남도,2019,남성,도현,도현(5.08%),13
7,전라남도,2019,남성,시우,시우(5.08%),13
7,전라남도,2019,남성,지훈,지훈(5.08%),13
10,전라남도,2019,남성,성민,성민(4.30%),11
10,전라남도,2019,남성,승우,승우(4.30%),11
10,전라남도,2019,남성,준영,준영(4.30%),11
10,전라남도,2019,남성,지환,지환(4.30%),11
10,전라남도,2019,남성,하준,하준(4.30%),11
15,전라남도,2019,남성,민재,민재(3.91%),10
15,전라남도,2019,남성,지호,지호(3.91%),10
15,전라남도,2019,남성,진우,진우(3.91%),10
15,전라남도,2019,남성,현준,현준(3.91%),10
19,전라남도,2019,남성,도경,도경(3.52%),9
19,전라남도,2019,남성,민우,민우(3.52%),9
20,전라남도,2019,남성,기타,기타(88.25%),"1,923"
1,경상북도,2019,남성,건우,건우(7.74%),27
2,경상북도,2019,남성,도윤,도윤(7.45%),26
3,경상북도,2019,남성,주원,주원(7.16%),25
4,경상북도,2019,남성,정우,정우(6.02%),21
5,경상북도,2019,남성,현우,현우(5.73%),20
6,경상북도,2019,남성,시우,시우(4.87%),17
6,경상북도,2019,남성,재원,재원(4.87%),17
8,경상북도,2019,남성,도경,도경(4.58%),16
8,경상북도,2019,남성,민재,민재(4.58%),16
8,경상북도,2019,남성,민준,민준(4.58%),16
8,경상북도,2019,남성,승우,승우(4.58%),16
8,경상북도,2019,남성,지원,지원(4.58%),16
8,경상북도,2019,남성,지훈,지훈(4.58%),16
14,경상북도,2019,남성,선우,선우(4.30%),15
14,경상북도,2019,남성,지환,지환(4.30%),15
16,경상북도,2019,남성,도훈,도훈(4.01%),14
16,경상북도,2019,남성,민성,민성(4.01%),14
16,경상북도,2019,남성,승현,승현(4.01%),14
16,경상북도,2019,남성,재윤,재윤(4.01%),14
16,경상북도,2019,남성,준영,준영(4.01%),14
17,경상북도,2019,남성,기타,기타(87.78%),"2,507"
1,경상남도,2019,남성,민준,민준(7.88%),41
2,경상남도,2019,남성,도현,도현(7.31%),38
3,경상남도,2019,남성,우진,우진(6.54%),34
4,경상남도,2019,남성,지훈,지훈(6.35%),33
5,경상남도,2019,남성,서준,서준(6.15%),32
6,경상남도,2019,남성,건우,건우(5.77%),30
6,경상남도,2019,남성,선우,선우(5.77%),30
6,경상남도,2019,남성,주원,주원(5.77%),30
9,경상남도,2019,남성,현우,현우(5.38%),28
10,경상남도,2019,남성,강민,강민(4.42%),23
10,경상남도,2019,남성,준영,준영(4.42%),23
12,경상남도,2019,남성,도윤,도윤(4.23%),22
12,경상남도,2019,남성,승우,승우(4.23%),22
14,경상남도,2019,남성,정우,정우(4.04%),21
15,경상남도,2019,남성,민규,민규(3.85%),20
15,경상남도,2019,남성,민재,민재(3.85%),20
15,경상남도,2019,남성,재윤,재윤(3.85%),20
18,경상남도,2019,남성,준우,준우(3.65%),19
19,경상남도,2019,남성,태경,태경(3.46%),18
20,경상남도,2019,남성,성민,성민(3.08%),16
21,경상남도,2019,남성,기타,기타(86.34%),"3,287"
1,제주특별자치도,2019,남성,건우,건우(5.95%),5
1,제주특별자치도,2019,남성,민수,민수(5.95%),5
1,제주특별자치도,2019,남성,민혁,민혁(5.95%),5
1,제주특별자치도,2019,남성,승민,승민(5.95%),5
1,제주특별자치도,2019,남성,유준,유준(5.95%),5
1,제주특별자치도,2019,남성,준서,준서(5.95%),5
1,제주특별자치도,2019,남성,준환,준환(5.95%),5
8,제주특별자치도,2019,남성,도현,도현(4.76%),4
8,제주특별자치도,2019,남성,서준,서준(4.76%),4
8,제주특별자치도,2019,남성,석훈,석훈(4.76%),4
8,제주특별자치도,2019,남성,성현,성현(4.76%),4
8,제주특별자치도,2019,남성,승우,승우(4.76%),4
8,제주특별자치도,2019,남성,용진,용진(4.76%),4
8,제주특별자치도,2019,남성,재원,재원(4.76%),4
8,제주특별자치도,2019,남성,주현,주현(4.76%),4
8,제주특별자치도,2019,남성,준우,준우(4.76%),4
8,제주특별자치도,2019,남성,현우,현우(4.76%),4
18,제주특별자치도,2019,남성,성환,성환(3.57%),3
18,제주특별자치도,2019,남성,재민,재민(3.57%),3
18,제주특별자치도,2019,남성,정우,정우(3.57%),3
19,제주특별자치도,2019,남성,기타,기타(86.23%),526
