,순위,지역,년도,성별,이름,비율,건수
55,13,대구광역시,2018,남성,윤우,윤우(3.87%),63
56,15,대구광역시,2018,남성,유준,유준(3.75%),61
57,16,대구광역시,2018,남성,도현,도현(3.63%),59
58,17,대구광역시,2018,남성,지훈,지훈(3.56%),58
59,18,대구광역시,2018,남성,지완,지완(3.50%),57
60,19,대구광역시,2018,남성,민재,민재(3.44%),56
61,20,대구광역시,2018,남성,지후,지후(3.38%),55
62,21,대구광역시,2018,남성,기타,기타(78.32%),"5,877"
63,1,인천광역시,2018,남성,서준,서준(9.92%),217
64,2,인천광역시,2018,남성,하준,하준(8.50%),186
65,3,인천광역시,2018,남성,시우,시우(6.58%),144
66,4,인천광역시,2018,남성,도윤,도윤(6.35%),139
67,5,인천광역시,2018,남성,지호,지호(6.12%),134
68,6,인천광역시,2018,남성,은우,은우(5.44%),119
69,7,인천광역시,2018,남성,건우,건우(4.89%),107
70,8,인천광역시,2018,남성,민준,민준(4.75%),104
71,9,인천광역시,2018,남성,유준,유준(4.71%),103
72,10,인천광역시,2018,남성,예준,예준(4.62%),101
73,11,인천광역시,2018,남성,주원,주원(4.34%),95
74,12,인천광역시,2018,남성,지후,지후(4.11%),90
75,13,인천광역시,2018,남성,시윤,시윤(4.02%),88
76,14,인천광역시,2018,남성,수호,수호(3.84%),84
77,14,인천광역시,2018,남성,준우,준우(3.84%),84
78,16,인천광역시,2018,남성,서진,서진(3.79%),83
79,17,인천광역시,2018,남성,도현,도현(3.75%),82
80,18,인천광역시,2018,남성,이준,이준(3.61%),79
81,19,인천광역시,2018,남성,연우,연우(3.43%),75
82,20,인천광역시,2018,남성,선우,선우(3.38%),74
83,21,인천광역시,2018,남성,기타,기타(78.71%),"8,088"
84,1,광주광역시,2018,남성,서준,서준(9.96%),103
85,2,광주광역시,2018,남성,하준,하준(7.35%),76
86,3,광주광역시,2018,남성,도윤,도윤(6.96%),72
87,4,광주광역시,2018,남성,지호,지호(6.29%),65
88,5,광주광역시,2018,남성,민준,민준(6.19%),64
89,6,광주광역시,2018,남성,주원,주원(6.00%),62
90,7,광주광역시,2018,남성,유준,유준(5.80%),60
91,8,광주광역시,2018,남성,시우,시우(5.32%),55
92,9,광주광역시,2018,남성,은우,은우(4.74%),49
93,10,광주광역시,2018,남성,연우,연우(4.35%),45
94,11,광주광역시,2018,남성,예준,예준(4.06%),42
95,11,광주광역시,2018,남성,우진,우진(4.06%),42
96,13,광주광역시,2018,남성,수호,수호(3.97%),41
97,14,광주광역시,2018,남성,지후,지후(3.87%),40
98,15,광주광역시,2018,남성,승우,승우(3.77%),39
99,16,광주광역시,2018,남성,도현,도현(3.68%),38
100,17,광주광역시,2018,남성,건우,건우(3.58%),37
101,18,광주광역시,2018,남성,준서,준서(3.48%),36
102,19,광주광역시,2018,남성,서진,서진(3.29%),34
103,19,광주광역시,2018,남성,시윤,시윤(3.29%),34
104,20,광주광역시,2018,남성,기타,기타(79.09%),"3,911"
105,1,대전광역시,2018,남성,하준,하준(8.83%),90
106,2,대전광역시,2018,남성,서준,서준(7.85%),80
107,3,대전광역시,2018,남성,도윤,도윤(7.07%),72
108,4,대전광역시,2018,남성,민준,민준(6.18%),63
109,5,대전광역시,2018,남성,시우,시우(5.79%),59
110,6,대전광역시,2018,남성,예준,예준(5.20%),53
111,7,대전광역시,2018,남성,지호,지호(5.10%),52
112,8,대전광역시,2018,남성,지한,지한(5.00%),51
113,9,대전광역시,2018,남성,수호,수호(4.91%),50
114,9,대전광역시,2018,남성,시윤,시윤(4.91%),50
115,11,대전광역시,2018,남성,은우,은우(4.81%),49
116,12,대전광역시,2018,남성,이준,이준(4.22%),43
117,13,대전광역시,2018,남성,우진,우진(4.12%),42
118,14,대전광역시,2018,남성,서진,서진(4.02%),41
119,15,대전광역시,2018,남성,유준,유준(3.93%),40
120,16,대전광역시,2018,남성,도현,도현(3.83%),39
121,17,대전광역시,2018,남성,윤우,윤우(3.63%),37
122,17,대전광역시,2018,남성,현우,현우(3.63%),37
123,19,대전광역시,2018,남성,지안,지안(3.53%),36
124,20,대전광역시,2018,남성,준우,준우(3.43%),35
125,21,대전광역시,2018,남성,기타,기타(78.96%),"3,825"
126,1,울산광역시,2018,남성,서준,서준(8.11%),74
127,2,울산광역시,2018,남성,하준,하준(7.68%),70
128,3,울산광역시,2018,남성,민준,민준(6.91%),63
129,4,울산광역시,2018,남성,주원,주원(6.80%),62
130,5,울산광역시,2018,남성,도윤,도윤(5.92%),54
131,5,울산광역시,2018,남성,시우,시우(5.92%),54
132,7,울산광역시,2018,남성,예준,예준(5.48%),50
133,8,울산광역시,2018,남성,연우,연우(4.82%),44
134,9,울산광역시,2018,남성,시윤,시윤(4.71%),43
135,10,울산광역시,2018,남성,서진,서진(4.61%),42
136,11,울산광역시,2018,남성,도현,도현(4.50%),41
137,11,울산광역시,2018,남성,유준,유준(4.50%),41
138,13,울산광역시,2018,남성,준서,준서(4.28%),39
139,14,울산광역시,2018,남성,은우,은우(3.95%),36
140,14,울산광역시,2018,남성,지호,지호(3.95%),36
141,16,울산광역시,2018,남성,지후,지후(3.73%),34
142,17,울산광역시,2018,남성,건우,건우(3.62%),33
143,17,울산광역시,2018,남성,준우,준우(3.62%),33
144,19,울산광역시,2018,남성,지안,지안(3.51%),32
145,20,울산광역시,2018,남성,우진,우진(3.40%),31
146,21,울산광역시,2018,남성,기타,기타(78.58%),"3,345"
147,1,세종특별자치시,2018,남성,하준,하준(8.83%),37
148,2,세종특별자치시,2018,남성,서준,서준(7.16%),30
149,3,세종특별자치시,2018,남성,우진,우진(6.21%),26
150,4,세종특별자치시,2018,남성,도윤,도윤(5.97%),25
151,5,세종특별자치시,2018,남성,예준,예준(5.73%),24
152,6,세종특별자치시,2018,남성,윤우,윤우(5.25%),22
153,6,세종특별자치시,2018,남성,주원,주원(5.25%),22
154,6,세종특별자치시,2018,남성,지호,지호(5.25%),22
155,9,세종특별자치시,2018,남성,민준,민준(5.01%),21
156,10,세종특별자치시,2018,남성,시우,시우(4.77%),20
157,10,세종특별자치시,2018,남성,시윤,시윤(4.77%),20
158,10,세종특별자치시,2018,남성,준서,준서(4.77%),20
159,13,세종특별자치시,2018,남성,이준,이준(4.53%),19
160,14,세종특별자치시,2018,남성,서진,서진(4.30%),18
161,14,세종특별자치시,2018,남성,수호,수호(4.30%),18
162,16,세종특별자치시,2018,남성,준우,준우(4.06%),17
163,17,세종특별자치시,2018,남성,도현,도현(3.58%),15
164,17,세종특별자치시,2018,남성,지한,지한(3.58%),15
165,19,세종특별자치시,2018,남성,선우,선우(3.34%),14
166,19,세종특별자치시,2018,남성,재윤,재윤(3.34%),14
167,20,세종특별자치시,2018,남성,기타,기타(77.89%),"1,476"
168,1,경기도,2018,남성,서준,서준(8.43%),787
169,2,경기도,2018,남성,하준,하준(8.03%),750
170,3,경기도,2018,남성,시우,시우(6.55%),612
171,4,경기도,2018,남성,도윤,도윤(6.16%),575
172,5,경기도,2018,남성,지호,지호(5.90%),551
173,6,경기도,2018,남성,은우,은우(5.33%),498
174,7,경기도,2018,남성,민준,민준(5.08%),474
175,8,경기도,2018,남성,주원,주원(4.97%),464
176,9,경기도,2018,남성,예준,예준(4.85%),453
177,10,경기도,2018,남성,서진,서진(4.51%),421
178,11,경기도,2018,남성,수호,수호(4.49%),419
179,12,경기도,2018,남성,준우,준우(4.32%),403
180,13,경기도,2018,남성,이준,이준(4.23%),395
181,14,경기도,2018,남성,유준,유준(4.17%),389
182,15,경기도,2018,남성,시윤,시윤(4.10%),383
183,16,경기도,2018,남성,우진,우진(4.00%),374
184,17,경기도,2018,남성,선우,선우(3.88%),362
185,18,경기도,2018,남성,지후,지후(3.87%),361
186,19,경기도,2018,남성,윤우,윤우(3.63%),339
187,20,경기도,2018,남성,건우,건우(3.52%),329
188,21,경기도,2018,남성,기타,기타(79.50%),"36,214"
189,1,강원도,2018,남성,서준,서준(9.40%),78
190,2,강원도,2018,남성,민준,민준(6.99%),58
191,3,강원도,2018,남성,하준,하준(6.75%),56
192,4,강원도,2018,남성,도윤,도윤(6.51%),54
193,5,강원도,2018,남성,시우,시우(6.39%),53
194,6,강원도,2018,남성,예준,예준(5.54%),46
195,7,강원도,2018,남성,서진,서진(5.18%),43
196,8,강원도,2018,남성,윤우,윤우(4.82%),40
197,9,강원도,2018,남성,건우,건우(4.70%),39
198,9,강원도,2018,남성,우진,우진(4.70%),39
199,11,강원도,2018,남성,준우,준우(4.58%),38
200,12,강원도,2018,남성,은우,은우(4.46%),37
201,13,강원도,2018,남성,선우,선우(4.34%),36
202,14,강원도,2018,남성,유준,유준(4.10%),34
203,15,강원도,2018,남성,지호,지호(3.86%),32
204,16,강원도,2018,남성,연우,연우(3.73%),31
205,17,강원도,2018,남성,주원,주원(3.61%),30
206,18,강원도,2018,남성,시윤,시윤(3.49%),29
207,18,강원도,2018,남성,현우,현우(3.49%),29
208,20,강원도,2018,남성,지후,지후(3.37%),28
209,21,강원도,2018,남성,기타,기타(80.61%),"3,450"
210,1,충청북도,2018,남성,서준,서준(8.95%),103
211,2,충청북도,2018,남성,하준,하준(7.73%),89
212,3,충청북도,2018,남성,민준,민준(7.56%),87
213,4,충청북도,2018,남성,시우,시우(7.47%),86
214,5,충청북도,2018,남성,도윤,도윤(6.17%),71
215,6,충청북도,2018,남성,예준,예준(5.99%),69
216,7,충청북도,2018,남성,지호,지호(5.30%),61
217,8,충청북도,2018,남성,주원,주원(4.95%),57
218,9,충청북도,2018,남성,서진,서진(4.43%),51
219,10,충청북도,2018,남성,은우,은우(4.34%),50
220,11,충청북도,2018,남성,준우,준우(4.26%),49
221,12,충청북도,2018,남성,지후,지후(4.17%),48
222,13,충청북도,2018,남성,유준,유준(4.00%),46
223,14,충청북도,2018,남성,수호,수호(3.91%),45
224,15,충청북도,2018,남성,우진,우진(3.65%),42
225,16,충청북도,2018,남성,연우,연우(3.56%),41
226,16,충청북도,2018,남성,이준,이준(3.56%),41
227,18,충청북도,2018,남성,현우,현우(3.39%),39
228,19,충청북도,2018,남성,지안,지안(3.30%),38
229,19,충청북도,2018,남성,지훈,지훈(3.30%),38
230,20,충청북도,2018,남성,기타,기타(79.38%),"4,432"
231,1,충청남도,2018,남성,서준,서준(7.76%),122
232,2,충청남도,2018,남성,도윤,도윤(7.37%),116
233,3,충청남도,2018,남성,하준,하준(7.12%),112
234,4,충청남도,2018,남성,시우,시우(6.74%),106
235,5,충청남도,2018,남성,예준,예준(6.29%),99
236,6,충청남도,2018,남성,지호,지호(5.91%),93
237,7,충청남도,2018,남성,민준,민준(5.53%),87
238,8,충청남도,2018,남성,은우,은우(4.96%),78
239,9,충청남도,2018,남성,주원,주원(4.83%),76
240,10,충청남도,2018,남성,준우,준우(4.70%),74
241,11,충청남도,2018,남성,지후,지후(4.45%),70
242,12,충청남도,2018,남성,수호,수호(4.39%),69
243,12,충청남도,2018,남성,지안,지안(4.39%),69
244,14,충청남도,2018,남성,우진,우진(4.07%),64
245,15,충청남도,2018,남성,시윤,시윤(3.94%),62
246,16,충청남도,2018,남성,유준,유준(3.69%),58
247,17,충청남도,2018,남성,선우,선우(3.62%),57
248,18,충청남도,2018,남성,서진,서진(3.56%),56
249,19,충청남도,2018,남성,건우,건우(3.37%),53
250,20,충청남도,2018,남성,도현,도현(3.31%),52
251,21,충청남도,2018,남성,기타,기타(79.12%),"5,961"
252,1,전라북도,2018,남성,서준,서준(8.89%),94
253,2,전라북도,2018,남성,민준,민준(7.76%),82
254,3,전라북도,2018,남성,하준,하준(7.47%),79
255,4,전라북도,2018,남성,도윤,도윤(7.28%),77
256,5,전라북도,2018,남성,예준,예준(6.72%),71
257,6,전라북도,2018,남성,시우,시우(6.24%),66
258,7,전라북도,2018,남성,은우,은우(5.20%),55
259,8,전라북도,2018,남성,주원,주원(5.11%),54
260,9,전라북도,2018,남성,건우,건우(4.82%),51
261,10,전라북도,2018,남성,시윤,시윤(4.64%),49
262,11,전라북도,2018,남성,지호,지호(4.45%),47
263,12,전라북도,2018,남성,유준,유준(3.88%),41
264,13,전라북도,2018,남성,도현,도현(3.69%),39
265,13,전라북도,2018,남성,수호,수호(3.69%),39
266,15,전라북도,2018,남성,연우,연우(3.50%),37
267,15,전라북도,2018,남성,지안,지안(3.50%),37
268,17,전라북도,2018,남성,서진,서진(3.41%),36
269,17,전라북도,2018,남성,준서,준서(3.41%),36
270,17,전라북도,2018,남성,지한,지한(3.41%),36
271,20,전라북도,2018,남성,우진,우진(2.93%),31
272,21,전라북도,2018,남성,기타,기타(80.05%),"4,241"
273,1,전라남도,2018,남성,하준,하준(8.68%),99
274,2,전라남도,2018,남성,서준,서준(8.33%),95
275,3,전라남도,2018,남성,도윤,도윤(7.36%),84
276,4,전라남도,2018,남성,시우,시우(6.49%),74
277,5,전라남도,2018,남성,민준,민준(6.22%),71
278,6,전라남도,2018,남성,은우,은우(6.05%),69
279,7,전라남도,2018,남성,예준,예준(4.73%),54
280,8,전라남도,2018,남성,수호,수호(4.56%),52
281,9,전라남도,2018,남성,지후,지후(4.47%),51
282,10,전라남도,2018,남성,준우,준우(4.38%),50
283,11,전라남도,2018,남성,건우,건우(4.29%),49
284,12,전라남도,2018,남성,현우,현우(4.12%),47
285,13,전라남도,2018,남성,지호,지호(4.03%),46
286,14,전라남도,2018,남성,주원,주원(3.94%),45
287,15,전라남도,2018,남성,연우,연우(3.86%),44
288,16,전라남도,2018,남성,유준,유준(3.77%),43
289,17,전라남도,2018,남성,도현,도현(3.68%),42
290,17,전라남도,2018,남성,선우,선우(3.68%),42
291,17,전라남도,2018,남성,우진,우진(3.68%),42
292,17,전라남도,2018,남성,윤우,윤우(3.68%),42
293,18,전라남도,2018,남성,기타,기타(80.49%),"4,708"
294,1,경상북도,2018,남성,도윤,도윤(8.09%),139
295,2,경상북도,2018,남성,서준,서준(7.97%),137
296,3,경상북도,2018,남성,예준,예준(6.46%),111
297,3,경상북도,2018,남성,주원,주원(6.46%),111
298,5,경상북도,2018,남성,하준,하준(6.28%),108
299,6,경상북도,2018,남성,민준,민준(6.22%),107
300,7,경상북도,2018,남성,지호,지호(5.99%),103
301,8,경상북도,2018,남성,시우,시우(5.64%),97
302,9,경상북도,2018,남성,은우,은우(4.65%),80
303,10,경상북도,2018,남성,유준,유준(4.54%),78
304,11,경상북도,2018,남성,도현,도현(4.30%),74
305,12,경상북도,2018,남성,민재,민재(4.19%),72
306,13,경상북도,2018,남성,시윤,시윤(4.07%),70
307,14,경상북도,2018,남성,서진,서진(3.72%),64
308,15,경상북도,2018,남성,선우,선우(3.66%),63
309,15,경상북도,2018,남성,준우,준우(3.66%),63
310,17,경상북도,2018,남성,시후,시후(3.61%),62
311,18,경상북도,2018,남성,연우,연우(3.55%),61
312,18,경상북도,2018,남성,현우,현우(3.55%),61
313,20,경상북도,2018,남성,준서,준서(3.37%),58
314,21,경상북도,2018,남성,기타,기타(80.01%),"6,880"
315,1,경상남도,2018,남성,서준,서준(7.84%),179
316,2,경상남도,2018,남성,하준,하준(7.09%),162
317,3,경상남도,2018,남성,민준,민준(6.09%),139
318,4,경상남도,2018,남성,시우,시우(5.95%),136
319,5,경상남도,2018,남성,예준,예준(5.69%),130
320,6,경상남도,2018,남성,유준,유준(5.52%),126
321,7,경상남도,2018,남성,은우,은우(5.25%),120
322,8,경상남도,2018,남성,시윤,시윤(4.86%),111
323,9,경상남도,2018,남성,도윤,도윤(4.82%),110
324,9,경상남도,2018,남성,준우,준우(4.82%),110
325,11,경상남도,2018,남성,선우,선우(4.77%),109
326,12,경상남도,2018,남성,지호,지호(4.51%),103
327,13,경상남도,2018,남성,건우,건우(4.47%),102
328,14,경상남도,2018,남성,우진,우진(4.42%),101
329,15,경상남도,2018,남성,서진,서진(4.33%),99
330,16,경상남도,2018,남성,주원,주원(4.16%),95
331,17,경상남도,2018,남성,지안,지안(4.03%),92
332,18,경상남도,2018,남성,지후,지후(3.90%),89
333,19,경상남도,2018,남성,연우,연우(3.85%),88
334,20,경상남도,2018,남성,윤우,윤우(3.63%),83
335,21,경상남도,2018,남성,기타,기타(79.50%),"8,859"
336,1,제주특별자치도,2018,남성,서준,서준(11.67%),60
337,2,제주특별자치도,2018,남성,유준,유준(8.56%),44
338,3,제주특별자치도,2018,남성,~99,~99(7.39%),38
339,4,제주특별자치도,2018,남성,예준,예준(5.84%),30
340,5,제주특별자치도,2018,남성,도윤,도윤(4.67%),24
341,5,제주특별자치도,2018,남성,선우,선우(4.67%),24
342,5,제주특별자치도,2018,남성,시우,시우(4.67%),24
343,5,제주특별자치도,2018,남성,지환,지환(4.67%),24
344,5,제주특별자치도,2018,남성,하준,하준(4.67%),24
345,10,제주특별자치도,2018,남성,민준,민준(4.47%),23
346,11,제주특별자치도,2018,남성,지호,지호(4.28%),22
347,12,제주특별자치도,2018,남성,수호,수호(4.09%),21
348,12,제주특별자치도,2018,남성,은우,은우(4.09%),21
349,12,제주특별자치도,2018,남성,준우,준우(4.09%),21
350,12,제주특별자치도,2018,남성,준환,준환(4.09%),21
351,16,제주특별자치도,2018,남성,주원,주원(3.89%),20
352,17,제주특별자치도,2018,남성,서우,서우(3.70%),19
353,17,제주특별자치도,2018,남성,주한,주한(3.70%),19
354,17,제주특별자치도,2018,남성,지안,지안(3.70%),19
355,20,제주특별자치도,2018,남성,시온,시온(3.11%),16
356,21,제주특별자치도,2018,남성,기타,기타(79.36%),"1,976"
